Date,Close,Change,Fluctuation,Open,High,Low,Volume,Transaction,Market_cap
2008.10.21,350.97,-2.12,-0.6,359.9,363.1,347.9,390739,755847,5.39E+07
2008.10.20,353.09,0.91,0.26,355.72,359.06,339.89,375393,674495,5.42E+07
2008.10.17,352.18,-2.25,-0.63,367.84,370.58,344.34,450012,851005,5.41E+07
2008.10.16,354.43,-35.85,-9.19,370.03,370.54,353.07,438667,887834,5.43E+07
2008.10.15,390.28,-6.04,-1.52,391.51,395.3,389.03,423241,971197,5.97E+07
2008.10.14,396.32,28.15,7.65,387.43,396.77,387.43,454978,975947,6.06E+07
2008.10.13,368.17,17.89,5.11,355.76,368.23,355.76,375060,751183,5.63E+07
2008.10.10,350.28,-19.56,-5.29,356.56,356.56,336.97,450494,790034,5.35E+07
2008.10.9,369.84,-1.63,-0.44,371.68,377.27,364.98,443925,905560,5.65E+07
2008.10.8,371.47,-30.48,-7.58,391.15,392.76,370.57,454119,915695,5.67E+07
2008.10.7,401.95,-4.44,-1.09,397.01,401.95,385.88,476658,985630,6.14E+07
2008.10.6,406.39,-25.71,-5.95,428.47,428.47,405.1,455591,1046856,6.21E+07
2008.10.2,432.1,-8.85,-2.01,443.44,445.15,430.22,456629,1121489,6.60E+07
2008.10.1,440.95,0.18,0.04,446.15,447.15,440.08,484235,1368251,6.74E+07
2008.9.30,440.77,-5.28,-1.18,422.56,440.77,417.05,567438,1312749,6.74E+07
2008.9.29,446.05,-2.29,-0.51,454.6,455.56,444.92,497617,999366,6.81E+07
2008.9.26,448.34,-2.69,-0.6,454.56,456.22,447.91,513594,1256998,6.85E+07
2008.9.25,451.03,2.23,0.5,449.53,452.09,446.56,492041,1245493,6.88E+07
2008.9.24,448.8,3.08,0.69,445.7,449.39,444.83,511974,1120648,6.85E+07
2008.9.23,445.72,4.59,1.04,439.98,445.92,439.68,502864,1144505,6.70E+07
2008.9.22,441.13,-5.33,-1.19,452.28,453.61,441.13,473111,1064369,6.63E+07
2008.9.19,446.46,12.7,2.93,449.63,452.16,446.41,543871,1179002,6.71E+07
2008.9.18,433.76,-11.17,-2.51,432.36,436.98,427.08,510722,1123233,6.51E+07
2008.9.17,444.93,15.64,3.64,440.67,448.21,440.67,493728,1055282,6.68E+07
2008.9.16,429.29,-37.62,-8.06,435.13,437.71,425.98,457442,1134266,6.44E+07
2008.9.12,466.91,12.13,2.67,460.83,466.97,460.83,422002,1039244,7.00E+07
2008.9.11,454.78,3.78,0.84,453.85,456.99,452.14,455444,1082671,6.81E+07
2008.9.10,451,-3.82,-0.84,450.05,454.2,449.8,377020,986354,6.76E+07
2008.9.9,454.82,-4.6,-1,462.61,463.16,452.4,396356,1021682,6.81E+07
2008.9.8,459.42,17.47,3.95,449.48,459.42,449.48,453933,1069886,6.88E+07
2008.9.5,441.95,3.51,0.8,428.88,442.49,427.92,496167,1060023,6.61E+07
2008.9.4,438.44,12.07,2.83,426.65,440.88,426.49,498328,1019913,6.56E+07
2008.9.3,426.37,8.23,1.97,415.38,426.39,414.27,480641,1004463,6.38E+07
2008.9.2,418.14,-21.07,-4.8,436.98,441.33,412.75,514492,1080459,6.25E+07
2008.9.1,439.21,-31.07,-6.61,466.65,466.65,437.92,448005,911540,6.56E+07
2008.8.29,470.28,0.2,0.04,474.2,476.59,468.53,400785,846245,7.02E+07
2008.8.28,470.08,-4.58,-0.96,476.71,477.79,469.8,473544,998213,7.02E+07
2008.8.27,474.66,-2.4,-0.5,477.01,477.47,470.98,446376,1009417,7.08E+07
2008.8.26,477.06,-7.31,-1.51,476.35,481.18,475.15,405140,917326,7.12E+07
2008.8.25,484.37,0.9,0.19,486.56,488.95,484.37,380191,877698,7.23E+07
2008.8.22,483.47,-11.68,-2.36,494.02,494.33,474.94,469885,1029473,7.21E+07
2008.8.21,495.15,-9.73,-1.93,506.55,507.5,495.15,487234,1107724,7.39E+07
2008.8.20,504.88,-2.93,-0.58,506.23,507.7,502.49,490295,1152479,7.53E+07
2008.8.19,507.81,-9.23,-1.79,512.56,512.58,505.61,520073,1149868,7.56E+07
2008.8.18,517.04,-5.77,-1.1,524.09,524.46,516.77,412441,978783,7.70E+07
2008.8.14,522.81,1.09,0.21,522.29,523.4,520.76,473515,1046597,7.78E+07
2008.8.13,521.72,-4.74,-0.9,525.69,527.04,520.85,511292,1062807,7.77E+07
2008.8.12,526.46,-0.66,-0.13,529.07,529.88,526.39,534251,1128287,7.83E+07
2008.8.11,527.12,1.58,0.3,531.4,532.42,527.12,430545,917039,7.84E+07
2008.8.8,525.54,-1.61,-0.31,523.7,526.02,522.39,499867,1084371,7.81E+07
2008.8.7,527.15,1.4,0.27,528.43,530.83,526.83,554427,1202794,7.83E+07
2008.8.6,525.75,6.65,1.28,527.22,528.47,523.1,507530,1101144,7.81E+07
2008.8.5,519.1,-7.39,-1.4,525.47,528.86,518.76,542506,1094485,7.70E+07
2008.8.4,526.49,-9.27,-1.73,536.72,537.95,526.49,494001,971863,7.81E+07
2008.8.1,535.76,-3.68,-0.68,537.3,539.56,533.65,453723,1034408,7.95E+07
2008.7.31,539.44,0.91,0.17,540.59,541.8,536.29,620532,1244315,7.97E+07
2008.7.30,538.53,3.17,0.59,543.09,543.96,537.15,627833,1295793,7.95E+07
2008.7.29,535.36,-8.69,-1.6,538.22,538.34,531.33,718038,1443508,7.90E+07
2008.7.28,544.05,0.79,0.15,547.96,549.17,543.6,597359,1148977,8.03E+07
2008.7.25,543.26,-3.39,-0.62,540.91,543.53,539.9,636928,1329624,8.01E+07
2008.7.24,546.65,10.42,1.94,540.26,546.88,539.66,643405,1442016,8.06E+07
2008.7.23,536.23,6.5,1.23,536.02,536.78,533.68,634021,1457430,7.91E+07
2008.7.22,529.73,-1.52,-0.29,531.3,531.51,526.72,623538,1256391,7.80E+07
2008.7.21,531.25,8.72,1.67,527.43,532.72,527.43,520110,1149759,7.82E+07
2008.7.18,522.53,-5.28,-1,532.38,533.54,521.46,640460,1200226,7.69E+07
2008.7.17,527.81,6.97,1.34,532.69,533.24,527.77,589608,1240559,7.76E+07
2008.7.16,520.84,-2.18,-0.42,526.16,529.38,515.67,558730,1244593,7.64E+07
2008.7.15,523.02,-18.1,-3.34,541.81,541.96,522.99,562640,1222477,7.68E+07
2008.7.14,541.12,-1.84,-0.34,541.61,547.84,540.73,493104,1097027,7.93E+07
2008.7.11,542.96,11.35,2.14,535.24,543.54,532.66,579378,1201153,7.97E+07
2008.7.10,531.61,9.32,1.78,513.72,531.61,512.34,507972,1060377,7.79E+07
2008.7.9,522.29,6.37,1.23,526.33,530.17,521.4,463314,1143420,7.65E+07
2008.7.8,515.92,-18.25,-3.42,535.71,538.08,505.58,561636,1353642,7.55E+07
2008.7.7,534.17,-4.13,-0.77,535.79,537.22,530.6,430701,1046807,7.82E+07
2008.7.4,538.3,-8.19,-1.5,547.96,551.7,538.3,427644,1179284,7.88E+07
2008.7.3,546.49,-10.3,-1.85,544.12,548.77,530.72,548776,1352282,7.99E+07
2008.7.2,556.79,-23.98,-4.13,582.01,582.54,549.76,641761,1576652,8.14E+07
2008.7.1,580.77,-9.42,-1.6,591.21,592.25,579.59,586913,1462498,8.48E+07
2008.6.30,590.19,-4.44,-0.75,593.92,596.26,589.61,463690,1250087,8.60E+07
2008.6.27,594.63,-8.11,-1.35,590.58,595.45,589.08,526578,1435702,8.66E+07
2008.6.26,602.74,1.02,0.17,604.33,608.62,602.65,494415,1293973,8.75E+07
2008.6.25,601.72,1.36,0.23,601.94,603.67,599.41,513203,1191777,8.74E+07
2008.6.24,600.36,-5.35,-0.88,606.01,606.08,599.24,509454,1408001,8.71E+07
2008.6.23,605.71,-3.45,-0.57,602.34,605.85,600.09,466589,1212288,8.79E+07
2008.6.20,609.16,-1.83,-0.3,615,616.04,608.66,465802,1163154,8.83E+07
2008.6.19,610.99,-3.84,-0.62,612.86,614.51,609.16,480521,1269711,8.85E+07
2008.6.18,614.83,2.42,0.4,611.63,614.91,611.51,531077,1288064,8.89E+07
2008.6.17,612.41,-8.61,-1.39,622.76,623.42,610.95,540033,1309763,8.85E+07
2008.6.16,621.02,-1.13,-0.18,626.51,626.75,620.98,516695,1253383,8.98E+07
2008.6.13,622.15,-2.05,-0.33,628.8,630.1,619.12,552062,1457417,8.99E+07
2008.6.12,624.2,-4.47,-0.71,623.93,627.5,621.4,550863,1528626,9.01E+07
2008.6.11,628.67,2.66,0.42,629.49,630.82,623.92,554372,1594615,9.07E+07
2008.6.10,626.01,-10.99,-1.73,639.59,640.25,624.82,524495,1544289,9.03E+07
2008.6.9,637,-7.09,-1.1,631.17,638.35,629.95,430099,1242460,9.18E+07
2008.6.5,644.09,-1.76,-0.27,648.15,648.39,643.03,466616,1284061,9.28E+07
2008.6.4,645.85,2.18,0.34,642.14,645.91,640.98,480377,1402836,9.30E+07
2008.6.3,643.67,-7.44,-1.14,648.54,648.7,642.29,589499,1453715,9.26E+07
2008.6.2,651.11,-1.04,-0.16,654.94,655,650.22,397630,1250138,9.35E+07
2008.5.30,652.15,5.35,0.83,650.73,652.27,646.57,461618,1380775,9.37E+07
2008.5.29,646.8,5.84,0.91,644.21,646.8,643.97,446253,1450462,9.28E+07
2008.5.28,640.96,-3.42,-0.53,648.18,649.56,640.94,438614,1368224,9.21E+07
2008.5.27,644.38,3.28,0.51,641.94,644.52,641.94,415489,1254911,9.25E+07
2008.5.26,641.1,-7.9,-1.22,647.17,647.58,639.92,381017,1123705,9.20E+07
2008.5.23,649,1.85,0.29,650.49,651.68,648.91,404976,1291406,9.29E+07
2008.5.22,647.15,1.67,0.26,642.79,647.23,640.48,401794,1323254,9.26E+07
2008.5.21,645.48,-4.62,-0.71,645.97,648.7,644.8,438819,1283527,9.23E+07
2008.5.20,650.1,-2.55,-0.39,654.93,655.36,648.08,446856,1380224,9.29E+07
2008.5.19,652.65,0.09,0.01,655.54,656.58,651.92,486800,1317777,9.31E+07
2008.5.16,652.56,-0.98,-0.15,656.64,657.58,651.13,517619,1420965,9.31E+07
2008.5.15,653.54,1.4,0.21,654.26,654.49,652.48,462179,1390554,9.31E+07
2008.5.14,652.14,-3.3,-0.5,656.92,657.95,651.7,458836,1489141,9.28E+07
2008.5.13,655.44,2.15,0.33,655.57,656.22,653.2,423627,1350684,9.32E+07
2008.5.9,653.29,4,0.62,654.63,655.1,651.18,420279,1321104,9.28E+07
2008.5.8,649.29,3.67,0.57,641.84,649.53,641.12,400047,1376634,9.23E+07
2008.5.7,645.62,-7.29,-1.12,653.92,655.35,644.44,517240,1699576,9.17E+07
2008.5.6,652.91,-2.89,-0.44,657.74,657.74,652.8,379694,1193715,9.26E+07
2008.5.2,655.8,8.78,1.36,653.79,656.19,653.27,422947,1306419,9.30E+07
2008.4.30,647.02,2.62,0.41,646.93,647.34,642.96,400928,1344782,9.16E+07
2008.4.29,644.4,-3.2,-0.49,650.74,651.69,643.7,460658,1327765,9.13E+07
2008.4.28,647.6,-7.1,-1.08,658.11,659.08,647.56,427386,1251770,9.17E+07
2008.4.25,654.7,5.91,0.91,652.31,655.62,652.31,417690,1204668,9.27E+07
2008.4.24,648.79,-1.89,-0.29,653.8,653.99,648.63,508856,1308334,9.18E+07
2008.4.23,650.68,0.1,0.02,649.44,653.19,648.53,534743,1387793,9.20E+07
2008.4.22,650.58,0.52,0.08,651.34,653.93,647.9,522009,1446512,9.19E+07
2008.4.21,650.06,6.31,0.98,651.69,652.54,650.06,511102,1339908,9.18E+07
2008.4.18,643.75,2.15,0.34,646.04,646.4,640.93,560050,1467847,9.33E+07
2008.4.17,641.6,-0.11,-0.02,648.15,649.1,639.34,506614,1442081,9.29E+07
2008.4.16,641.71,-0.16,-0.02,645.81,646.79,640.61,493977,1360602,9.29E+07
2008.4.15,641.87,0.84,0.13,642.59,644.11,639.58,477702,1277850,9.29E+07
2008.4.14,641.03,-10.84,-1.66,644.78,645.69,641.03,474213,1359964,9.27E+07
2008.4.11,651.87,-0.81,-0.12,655.25,656.6,649.01,548104,1605210,9.43E+07
2008.4.10,652.68,0.85,0.13,651.02,654.89,649.18,496558,1384379,9.44E+07
2008.4.8,651.83,-2.27,-0.35,657.02,657.47,650.87,586447,1599002,9.42E+07
2008.4.7,654.1,5.61,0.87,651.15,655.49,651.1,531238,1625308,9.45E+07
2008.4.4,648.49,-0.77,-0.12,652.27,652.41,646.59,508985,1571395,9.37E+07
2008.4.3,649.26,1.34,0.21,649.61,650.18,647.69,490539,1670522,9.38E+07
2008.4.2,647.92,4.46,0.69,653.17,653.71,647.89,564881,1851847,9.35E+07
2008.4.1,643.46,-0.99,-0.15,649.01,649.26,643.46,502192,1783295,9.28E+07
2008.3.31,644.45,7.78,1.22,641.98,645.11,640.85,463362,1320822,9.29E+07
2008.3.28,636.67,7.06,1.12,629.36,636.73,629.36,603390,2512521,9.18E+07
2008.3.27,629.61,1.23,0.2,627.27,629.78,623.88,494890,1332498,9.19E+07
2008.3.26,628.38,0.16,0.03,629.35,630.02,625.22,525183,1428278,9.17E+07
2008.3.25,628.22,8.62,1.39,627.39,630.23,626.24,519050,1434228,9.16E+07
2008.3.24,619.6,3.67,0.6,621.15,621.94,619.03,384263,1049698,9.03E+07
2008.3.21,615.93,6.61,1.08,616.31,618.42,614.61,459406,1100352,8.98E+07
2008.3.20,609.32,-2.81,-0.46,607.11,609.58,604.98,373516,1019669,8.88E+07
2008.3.19,612.13,12.03,2,612.4,613.37,610.1,419582,1159150,8.92E+07
2008.3.18,600.1,-0.58,-0.1,602.76,605.21,596.23,415452,1117779,8.75E+07
2008.3.17,600.68,-17.03,-2.76,613.57,613.57,591.4,369127,986722,8.75E+07
2008.3.14,617.71,-4.1,-0.66,628.18,630.03,610.21,448901,1128318,8.99E+07
2008.3.13,621.81,-9.48,-1.5,632.84,633.37,618.78,505936,1175357,9.05E+07
2008.3.12,631.29,4.15,0.66,641.82,642.59,631.26,502831,1379122,9.19E+07
2008.3.11,627.14,4.54,0.73,616.4,627.16,614.33,444133,1193082,9.12E+07
2008.3.10,622.6,-21.15,-3.29,637.12,640.36,622.55,496617,1279048,9.06E+07
2008.3.7,643.75,-8.8,-1.35,644.35,646.95,641.04,486211,1254281,9.36E+07
2008.3.6,652.55,7.12,1.1,649.14,652.55,649.14,468679,1325425,9.49E+07
2008.3.5,645.43,0.04,0.01,648.2,649.19,643.43,499613,1398815,9.38E+07
2008.3.4,645.39,0.88,0.14,649.7,650.64,643.01,504801,1448839,9.38E+07
2008.3.3,644.51,-11.43,-1.74,644.06,645.25,642.28,483951,1283973,9.36E+07
2008.2.29,655.94,-3.34,-0.51,657.44,658.96,654.95,474984,1297324,9.52E+07
2008.2.28,659.28,4.23,0.65,658.56,659.82,655.04,512124,1422772,9.57E+07
2008.2.27,655.05,-1.38,-0.21,662.19,662.21,655.01,529058,1536489,9.51E+07
2008.2.26,656.43,2.6,0.4,659.62,660.4,654.87,542581,1723107,9.52E+07
2008.2.25,653.83,0.71,0.11,659.35,660.66,653.58,479293,1400512,9.49E+07
2008.2.22,653.12,-1.29,-0.2,650.93,653.52,647.9,490754,1483860,9.47E+07
2008.2.21,654.41,1.65,0.25,660.53,660.76,654.11,549993,1739861,9.49E+07
2008.2.20,652.76,-7.99,-1.21,661.12,661.2,651.23,523153,1765102,9.44E+07
2008.2.19,660.75,6.04,0.92,659.56,660.82,655.8,590798,1685834,9.55E+07
2008.2.18,654.71,3.14,0.48,655.71,657.35,650.95,508915,1453313,9.47E+07
2008.2.15,651.57,2.04,0.31,646.29,652.64,643.89,438090,1312520,9.42E+07
2008.2.14,649.53,13.64,2.15,643.56,650.07,643.56,540670,1414079,9.39E+07
2008.2.13,635.89,-0.4,-0.06,643.37,644.49,635.78,578130,1390549,9.19E+07
2008.2.12,636.29,6.35,1.01,636.96,638.74,634.27,482648,1199056,9.19E+07
2008.2.11,629.94,-12.41,-1.93,629.17,633.13,626.62,422399,1053690,9.09E+07
2008.2.5,642.35,3.97,0.62,637.36,642.35,635.11,445338,1212387,9.26E+07
2008.2.4,638.38,25.81,4.21,621.04,638.45,621.04,446119,1345520,9.20E+07
2008.2.1,612.57,3.73,0.61,616.32,619.79,608.69,522042,1248318,8.82E+07
2008.1.31,608.84,5.73,0.95,599.09,610.36,594.47,472448,1319324,8.77E+07
2008.1.30,603.11,-29.56,-4.67,639.04,639.09,602.99,607612,1583564,8.68E+07
2008.1.29,632.67,-1.85,-0.29,644.36,646.05,629.2,594002,1814820,9.10E+07
2008.1.28,634.52,-19.26,-2.95,648.93,651.09,632.45,520167,1564007,9.12E+07
2008.1.25,653.78,14.8,2.32,648.22,653.82,645.52,550473,1652240,9.39E+07
2008.1.24,638.98,19,3.06,632.2,639.02,632.2,531072,1530706,9.16E+07
2008.1.23,619.98,5.18,0.84,629.01,635.02,614.63,493457,1556813,8.89E+07
2008.1.22,614.8,-37.07,-5.69,636.2,636.84,597.62,623428,1855325,8.81E+07
2008.1.21,651.87,-14.45,-2.17,666.11,667.4,650.98,483018,1427850,9.34E+07
2008.1.18,666.32,14.41,2.21,644.02,666.36,641.26,477559,1357032,9.54E+07
2008.1.17,651.91,0.55,0.08,657.52,662.14,643.3,440736,1402252,9.32E+07
2008.1.16,651.36,-21.89,-3.25,660.27,662.52,651.11,448085,1429737,9.31E+07
2008.1.15,673.25,-15.34,-2.23,694.42,696.11,665.96,467498,1531521,9.62E+07
2008.1.14,688.59,-10.65,-1.52,696.06,698.78,685.32,431197,1376597,9.83E+07
2008.1.11,699.24,-14.12,-1.98,717.86,719.99,699.15,451591,1665027,9.98E+07
2008.1.10,713.36,0.65,0.09,718.3,719.99,712.82,471219,1724525,1.02E+08
2008.1.9,712.71,3.4,0.48,705.59,712.99,705.47,474511,1703997,1.01E+08
2008.1.8,709.31,-2.46,-0.35,715.59,716.67,709.3,512002,1601910,1.01E+08
2008.1.7,711.77,-7.48,-1.04,707.62,716.27,703.76,437227,1700157,1.01E+08
2008.1.4,719.25,5.25,0.74,716.91,719.7,711.4,449883,1800196,1.02E+08
2008.1.3,714,6.88,0.97,702.57,714.06,701.86,471758,1699371,1.01E+08
2008.1.2,707.12,2.89,0.41,709.07,713.52,707.12,381856,1289789,1.00E+08
2007.12.28,704.23,4.58,0.65,697.14,704.92,697.14,384594,1283443,1.00E+08
2007.12.27,699.65,7.63,1.1,694,699.69,694,437251,1484419,9.92E+07
2007.12.26,692.02,-6.71,-0.96,701.97,702.67,691.95,431056,1544669,9.83E+07
2007.12.24,698.73,1.27,0.18,703.79,704.23,698.49,436794,1525821,9.92E+07
2007.12.21,697.46,-3.23,-0.46,703.93,705.26,692.34,432022,1448854,9.90E+07
2007.12.20,700.69,-8.78,-1.24,713.73,715.98,700.56,456239,1753747,9.94E+07
2007.12.18,709.47,6.98,0.99,695.93,711.07,694.1,503671,1643952,1.00E+08
2007.12.17,702.49,-23.04,-3.18,721.18,721.18,702.49,481622,1750710,9.93E+07
2007.12.14,725.53,-8.15,-1.11,734.41,734.48,723.58,632774,1716119,1.02E+08
2007.12.13,733.68,4.16,0.57,733.75,735.24,730.56,534816,1605171,1.04E+08
2007.12.12,729.52,-4.81,-0.66,722.92,730.16,718.18,640361,2720882,1.03E+08
2007.12.11,734.33,-4.86,-0.66,741.71,742.18,731.65,616513,1723093,1.04E+08
2007.12.10,739.19,-8.46,-1.13,752.05,752.05,739.16,586076,1626378,1.04E+08
2007.12.7,747.65,-3.92,-0.52,758.19,758.56,747.07,624437,2285850,1.05E+08
2007.12.6,751.57,1.62,0.22,761.55,762.87,751.4,613976,2147283,1.06E+08
2007.12.5,749.95,2.42,0.32,746.93,752.53,745.85,575768,2401700,1.05E+08
2007.12.4,747.53,10.6,1.44,741.28,748.9,738.48,542659,1866577,1.05E+08
2007.12.3,736.93,-4.91,-0.66,746.84,747.65,736.93,479390,1682494,1.03E+08
2007.11.30,741.84,6.92,0.94,738.9,742.86,736.26,460673,1788857,1.04E+08
2007.11.29,734.92,11.38,1.57,738.17,739.87,731.18,481814,1793623,1.03E+08
2007.11.28,723.54,-2.01,-0.28,735.91,737.46,723.46,462008,1675350,1.01E+08
2007.11.27,725.55,4.14,0.57,707.58,725.56,704.33,491136,1883806,1.01E+08
2007.11.26,721.41,20.73,2.96,713.07,722.63,711.89,422596,1358067,1.01E+08
2007.11.23,700.68,-21.36,-2.96,722.8,726.81,692.23,479947,1841224,9.78E+07
2007.11.22,722.04,-5.29,-0.73,723.18,732.04,714.53,401363,1482853,9.96E+07
2007.11.21,727.33,-12.14,-1.64,744.04,749.43,727.29,436430,1553087,1.00E+08
2007.11.20,739.47,-11.32,-1.51,739.14,739.47,723.61,415649,1644028,1.02E+08
2007.11.19,750.79,-4.5,-0.6,762.15,762.65,750.78,354474,1307063,1.03E+08
2007.11.16,755.29,4.02,0.54,746.4,755.34,735.45,379357,1447716,1.04E+08
2007.11.15,751.27,-12.88,-1.69,764.69,765.06,747.51,449015,1665305,1.03E+08
2007.11.14,764.15,7.56,1,773.31,774.65,763.3,414859,1634511,1.05E+08
2007.11.13,756.59,1.86,0.25,757.04,760.45,741.26,465568,1769786,1.04E+08
2007.11.12,754.73,-24.31,-3.12,770.9,770.9,742.61,425547,1782777,1.03E+08
2007.11.9,779.04,-0.61,-0.08,790.11,792.93,775.46,473421,2113160,1.07E+08
2007.11.8,779.65,-14.43,-1.82,785.4,789.93,775.61,497547,2231319,1.07E+08
2007.11.7,794.08,-6.84,-0.85,808.78,809.29,794.08,512765,2272949,1.09E+08
2007.11.6,800.92,6.27,0.79,797.89,801.65,796.57,470614,2092605,1.10E+08
2007.11.5,794.65,-3.01,-0.38,805.33,808.53,792.82,411627,1748193,1.09E+08
2007.11.2,797.66,-11.84,-1.46,792.07,799.49,790.12,459146,1905716,1.09E+08
2007.11.1,809.5,-0.57,-0.07,820.39,820.39,808.12,498875,1833147,1.11E+08
2007.10.31,810.07,5.08,0.63,810.18,811.62,804.94,539901,1982184,1.11E+08
2007.10.30,804.99,-2.32,-0.29,812.34,812.61,802.08,430799,1895658,1.10E+08
2007.10.29,807.31,8.25,1.03,809.41,811.29,804.35,456533,1920213,1.10E+08
2007.10.26,799.06,5.36,0.68,798.22,799.41,791.24,485965,2014496,1.09E+08
2007.10.25,793.7,11.91,1.52,792.6,798.24,786.59,471684,2268859,1.09E+08
2007.10.24,781.79,-7.21,-0.91,799.09,801.84,779.2,596221,2535512,1.07E+08
2007.10.23,789,20.1,2.61,786.42,789.03,780.9,502031,2373844,1.08E+08
2007.10.22,768.9,-18.03,-2.29,747.11,769.4,742.13,472459,1944368,1.05E+08
2007.10.19,786.93,-5.27,-0.67,797.55,797.96,786.92,497208,1808286,1.07E+08
2007.10.18,792.2,11.98,1.54,786.06,793.38,784.8,430643,1845538,1.07E+08
2007.10.17,780.22,-12.51,-1.58,789.49,791.56,764.99,587575,2248978,1.05E+08
2007.10.16,792.73,-21.2,-2.6,807.66,808.29,789.64,621504,2597567,1.07E+08
2007.10.15,813.93,7.24,0.9,815.65,816.75,811.56,570828,2567534,1.10E+08
2007.10.12,806.69,-10.59,-1.3,812.56,813,802.41,611227,2204355,1.09E+08
2007.10.11,817.28,-0.98,-0.12,817.21,820.65,812.3,694090,2601422,1.10E+08
2007.10.10,818.26,5.46,0.67,822.81,823.41,815.1,645109,2473646,1.10E+08
2007.10.9,812.8,-3.67,-0.45,819.89,823.46,804.54,648556,2564178,1.09E+08
2007.10.8,816.47,2.96,0.36,823.5,828.83,815.84,651632,2767473,1.10E+08
2007.10.5,813.51,-1.21,-0.15,818.01,818.12,812.02,685673,2544692,1.09E+08
2007.10.4,814.72,4.4,0.54,810.39,816.92,808.51,636291,2467154,1.09E+08
2007.10.2,810.32,7.2,0.9,813.94,816.88,810.2,657128,2560084,1.09E+08
2007.10.1,803.12,8.56,1.08,798.29,804.27,797.23,573162,2051993,1.08E+08
2007.9.28,794.56,2.43,0.31,793.21,794.6,787.7,556305,1999030,1.06E+08
2007.9.27,792.13,3.72,0.47,797.31,799.11,789.03,533786,1930943,1.06E+08
2007.9.21,788.41,6.45,0.82,783.9,788.41,781.02,621139,2070629,1.05E+08
2007.9.20,781.96,-2.71,-0.35,787.52,788.24,781.88,756422,2367694,1.04E+08
2007.9.19,784.67,9.22,1.19,793.89,796.02,783.56,862306,2564781,1.05E+08
2007.9.18,775.45,-9.3,-1.19,784.75,784.96,775.43,869140,2596450,1.03E+08
2007.9.17,784.75,1.48,0.19,789.17,790.15,782.65,676549,2171765,1.05E+08
2007.9.14,783.27,15.88,2.07,775.53,783.79,775.53,735120,2290949,1.05E+08
2007.9.13,767.39,9.56,1.26,758.89,767.42,755.72,751048,2031420,1.03E+08
2007.9.12,757.83,-9.49,-1.24,774.72,776.27,757.83,816502,2270388,1.02E+08
2007.9.11,767.32,6.6,0.87,766.24,768.02,762.88,703503,2185511,1.03E+08
2007.9.10,760.72,-15.13,-1.95,759.58,762.6,753.32,602756,1796424,1.02E+08
2007.9.7,775.85,-1.05,-0.14,780.51,781.94,773.35,705591,1986170,1.04E+08
2007.9.6,776.9,3.36,0.43,769.78,776.9,767.12,542591,1694781,1.04E+08
2007.9.5,773.54,-2.22,-0.29,783.62,784.32,773.28,681436,2190626,1.04E+08
2007.9.4,775.76,-3.13,-0.4,782.48,782.75,773.55,726570,2334174,1.04E+08
2007.9.3,778.89,3.76,0.49,783.49,783.7,776.68,596976,1874008,1.04E+08
2007.8.31,775.13,9.53,1.24,769.21,775.2,766.99,618558,1887812,1.04E+08
2007.8.30,765.6,6.96,0.92,773.96,775.12,765.58,558442,1879339,1.02E+08
2007.8.29,758.64,-1.79,-0.24,736.2,758.65,734.43,607990,2022947,1.01E+08
2007.8.28,760.43,-0.2,-0.03,760.1,763.17,755.99,705555,2155304,1.01E+08
2007.8.27,760.63,6.47,0.86,769.51,770.76,760.62,596744,1933820,1.01E+08
2007.8.24,754.16,-2.11,-0.28,756.02,757.74,749.41,682357,2171949,1.00E+08
2007.8.23,756.27,14.84,2,757.21,761.02,755.8,768212,2567493,1.00E+08
2007.8.22,741.43,13.55,1.86,733.98,743.03,733.98,826413,2539811,9.84E+07
2007.8.21,727.88,6.29,0.87,729.04,732.8,721.49,577273,1864860,9.65E+07
2007.8.20,721.59,48.11,7.14,700.18,721.71,700.18,567358,1879740,9.57E+07
2007.8.17,673.48,-15.59,-2.26,689.53,694.38,669.3,646573,2151587,8.91E+07
2007.8.16,689.07,-77.85,-10.15,733.78,733.78,688.28,774937,2238920,9.11E+07
2007.8.14,766.92,-19.28,-2.45,787.95,789.53,761.79,646125,2122989,1.01E+08
2007.8.13,786.2,-2.21,-0.28,795.15,796.01,783.23,556514,1739068,1.04E+08
2007.8.10,788.41,-24.28,-2.99,796.18,801.06,782.71,670138,2224199,1.04E+08
2007.8.9,812.69,4.73,0.59,816.57,817.54,807.31,643659,2239108,1.07E+08
2007.8.8,807.96,7.13,0.89,807.17,808.85,802.24,595250,2104110,1.07E+08
2007.8.7,800.83,4.98,0.63,807.85,808.38,796.65,575814,2035609,1.06E+08
2007.8.6,795.85,-3.01,-0.38,786.44,796.43,784.13,438554,1559469,1.05E+08
2007.8.3,798.86,12.34,1.57,797.33,800.86,795.22,527010,1660508,1.05E+08
2007.8.2,786.52,-2.94,-0.37,801.51,804.57,772.6,598165,1920454,1.04E+08
2007.8.1,789.46,-22.06,-2.72,807.66,809.71,788.18,552661,1902368,1.04E+08
2007.7.31,811.52,17.33,2.18,803.25,811.54,800.92,539469,1916688,1.07E+08
2007.7.30,794.19,2.13,0.27,788.67,794.5,785.91,450351,1705693,1.05E+08
2007.7.27,792.06,-25.22,-3.09,803.18,805.78,783.25,530053,1991417,1.04E+08
2007.7.26,817.28,-2.32,-0.28,826.24,828.87,817.28,566550,2059261,1.07E+08
