Date,Close,Change,Fluctuation,Open,High,Low,Volume,Transaction,Market_cap
2015.10.14,668.92,-3.9,-0.58,673.16,673.43,668.03,690438,2979837,1.89E+08
2015.10.13,672.82,-0.14,-0.02,674.39,676.74,669.52,735528,3122843,1.90E+08
2015.10.12,672.96,-2.01,-0.3,677.45,677.58,672.57,508020,2367251,1.90E+08
2015.10.8,674.97,-4.86,-0.71,684.47,685.29,670.3,686112,2994182,1.91E+08
2015.10.7,679.83,-9.23,-1.34,690.29,690.35,678.88,791091,3445137,1.92E+08
2015.10.6,689.06,-2.13,-0.31,697.17,697.17,688.53,843011,3415053,1.94E+08
2015.10.5,691.19,4.77,0.69,693.54,694.49,691.19,654215,3144030,1.95E+08
2015.10.2,686.42,1.63,0.24,688.04,688.83,685.11,694059,3315605,1.93E+08
2015.10.1,684.79,6.31,0.93,685.89,686.68,684.12,832238,3149261,1.93E+08
2015.9.30,678.48,-4.22,-0.62,673.43,678.5,668.58,814898,3057334,1.91E+08
2015.9.25,682.7,-1.18,-0.17,685.47,685.8,676.84,636053,2923326,1.92E+08
2015.9.24,683.88,3.6,0.53,686.1,687.23,682.62,869032,3659286,1.92E+08
2015.9.23,680.28,-13.39,-1.93,688.52,692.07,680.28,1027997,4125562,1.91E+08
2015.9.22,693.67,4.77,0.69,691.46,694.09,689.05,930970,4008802,1.94E+08
2015.9.21,688.9,-1.28,-0.19,685.35,689.22,683.42,717566,3520137,1.93E+08
2015.9.18,690.18,19.13,2.85,678.25,690.2,677.93,728115,4365626,1.93E+08
2015.9.17,671.05,-5.43,-0.8,681.66,681.66,670.62,739986,3479105,1.88E+08
2015.9.16,676.48,9.73,1.46,673.32,676.63,671.79,968861,2969012,1.89E+08
2015.9.15,666.75,3.87,0.58,664.56,667.18,661.88,888772,2637116,1.87E+08
2015.9.14,662.88,-6.99,-1.04,674.45,674.95,659.19,444210,2517579,1.86E+08
2015.9.11,669.87,1.58,0.24,669.98,672.12,665.17,557381,2911105,1.87E+08
2015.9.10,668.29,7.62,1.15,655.13,668.48,653.26,498652,2615536,1.86E+08
2015.9.9,660.67,22.45,3.52,651.52,660.67,651.39,450737,2694771,1.84E+08
2015.9.8,638.22,-10.58,-1.63,652.08,655.15,632.2,479051,2891387,1.77E+08
2015.9.7,648.8,-1.65,-0.25,650.87,658.9,641.21,393769,2514650,1.80E+08
2015.9.4,650.45,-27.8,-4.1,682.3,683.56,647.78,607438,3592341,1.81E+08
2015.9.3,678.25,0.23,0.03,687.6,688.56,677.34,553112,3141065,1.89E+08
2015.9.2,678.02,5.08,0.75,659.6,678.16,657.67,486677,3206817,1.89E+08
2015.9.1,672.94,-14.17,-2.06,686.47,691.67,672.94,456688,2915117,1.87E+08
2015.8.31,687.11,-0.85,-0.12,689.9,689.9,682.14,389837,2475363,1.91E+08
2015.8.28,687.96,14.25,2.12,685.44,689.04,685.4,433699,2605950,1.91E+08
2015.8.27,673.71,6.27,0.94,677.89,683.46,670.24,471361,3008794,1.87E+08
2015.8.26,667.44,22.01,3.41,646.47,667.44,645.5,546181,3336146,1.86E+08
2015.8.25,645.43,32.1,5.23,625.61,646.79,612.35,518696,3342519,1.79E+08
2015.8.24,613.33,-13.72,-2.19,624.09,640.67,610.12,514961,3022932,1.71E+08
2015.8.21,627.05,-29.66,-4.52,625.56,637.87,615.1,615384,3746229,1.74E+08
2015.8.20,656.71,-13.84,-2.06,664.84,678.89,656.71,439890,2960942,1.82E+08
2015.8.19,670.55,-29.25,-4.18,692.31,693.48,652.12,572095,3899150,1.86E+08
2015.8.18,699.8,-22.21,-3.08,725.68,726.46,698.24,596750,3336231,1.94E+08
2015.8.17,722.01,-9.35,-1.28,733.97,734.9,722.01,446176,3006814,2.00E+08
2015.8.13,731.36,14.16,1.97,716.61,731.95,711.54,496880,3353403,2.02E+08
2015.8.12,717.2,-15.06,-2.06,730.24,731.72,692.54,583147,4026610,1.98E+08
2015.8.11,732.26,-14.08,-1.89,752.72,753.13,732.26,622187,3880738,2.02E+08
2015.8.10,746.34,-5.15,-0.69,754.6,754.6,742.76,432203,3085862,2.05E+08
2015.8.7,751.49,3.75,0.5,743.82,751.74,741.72,443826,3249501,2.07E+08
2015.8.6,747.74,6.48,0.87,747.19,750.75,745.16,448619,3359571,2.05E+08
2015.8.5,741.26,11.23,1.54,733,741.54,732.3,418283,3265686,2.04E+08
2015.8.4,730.03,15.69,2.2,712.78,730.06,711.59,422639,2706774,2.01E+08
2015.8.3,714.34,-10.72,-1.48,728.03,732.24,714.34,422133,2703728,1.96E+08
2015.7.31,725.06,12.2,1.71,713.87,725.06,703.56,512091,3008303,1.99E+08
2015.7.30,712.86,-17.61,-2.41,736.97,739.66,711.11,568765,3780189,1.96E+08
2015.7.29,730.47,-14.77,-1.98,751.92,755.23,730.47,734572,4048784,2.00E+08
2015.7.28,745.24,-5.8,-0.77,738.87,747.07,722.83,609631,4117963,2.04E+08
2015.7.27,751.04,-25.22,-3.25,773.37,773.37,751.04,600687,3988443,2.06E+08
2015.7.24,776.26,-0.73,-0.09,778.54,779.1,773.64,645178,4409892,2.13E+08
2015.7.23,776.99,0.42,0.05,781.21,782.3,773.6,882452,4067579,2.12E+08
2015.7.22,776.57,-5.42,-0.69,780.39,784.58,776.28,700608,4223616,2.12E+08
2015.7.21,781.99,-0.65,-0.08,787.52,788.13,774.68,761518,4011429,2.13E+08
2015.7.20,782.64,9.41,1.22,778.19,782.64,776.41,667848,4311172,2.13E+08
2015.7.17,773.23,-1.17,-0.15,780.27,780.27,768.73,774048,5059769,2.11E+08
2015.7.16,774.4,12.81,1.68,764.16,774.4,760.22,693893,4890447,2.11E+08
2015.7.15,761.59,4.47,0.59,761.73,762.8,757.71,679876,4191797,2.07E+08
2015.7.14,757.12,7.66,1.02,757.72,758.19,750.91,593429,4001517,2.06E+08
2015.7.13,749.46,18.74,2.56,732.78,749.53,731.91,552735,3593184,2.04E+08
2015.7.10,730.72,4.71,0.65,734.16,739.1,725.4,549059,4007687,1.99E+08
2015.7.9,726.01,-0.21,-0.03,715.76,726.43,695.94,654826,4499600,1.98E+08
2015.7.8,726.22,-3.42,-0.47,735.46,738.23,714.86,648953,4812147,1.98E+08
2015.7.7,729.64,-22.37,-2.97,765.12,765.39,722.21,761135,6512329,1.99E+08
2015.7.6,752.01,-17.25,-2.24,758,769.33,752.01,640837,5080214,2.05E+08
2015.7.3,769.26,0.59,0.08,772.67,772.72,762.23,671939,4906843,2.09E+08
2015.7.2,768.67,8,1.05,766.58,769.76,764.97,716911,4911747,2.09E+08
2015.7.1,760.67,18.4,2.48,747.48,760.76,747.48,561491,4421486,2.07E+08
2015.6.30,742.27,9.23,1.26,730.29,742.34,714.51,463287,4154459,2.03E+08
2015.6.29,733.04,-17.46,-2.33,733.07,746.62,731.84,477322,4093100,2.00E+08
2015.6.26,750.5,-3.16,-0.42,756.46,757.98,750.48,605500,4932403,2.05E+08
2015.6.25,753.66,7.04,0.94,747.71,753.99,746.23,540148,4360731,2.05E+08
2015.6.24,746.62,6.8,0.92,743.17,747.08,740.65,507118,4045022,2.03E+08
2015.6.23,739.82,5.21,0.71,740.57,740.87,735.95,547798,4200000,2.01E+08
2015.6.22,734.61,4.69,0.64,735.12,736.42,731.46,527625,3755937,2.00E+08
2015.6.19,729.92,4.72,0.65,730.92,731.06,723.07,540718,4095375,1.98E+08
2015.6.18,725.2,6.59,0.92,724.43,726.84,722.6,547643,4140785,1.97E+08
2015.6.17,718.61,12.33,1.75,710.54,718.63,705.62,476371,3935449,1.95E+08
2015.6.16,706.28,0.43,0.06,706.84,708.73,690.8,519264,4090391,1.92E+08
2015.6.15,705.85,-6.55,-0.92,709.71,714.92,704.95,413205,3360676,1.92E+08
2015.6.12,712.4,-4.6,-0.64,720.09,722.4,708.23,480032,3851403,1.93E+08
2015.6.11,717,-1.23,-0.17,724.38,724.57,716.45,505737,3862141,1.94E+08
2015.6.10,718.23,-4.28,-0.59,726.63,727.34,713.07,563288,4133059,1.94E+08
2015.6.9,722.51,6.08,0.85,718.32,722.52,718.1,506650,4000947,1.96E+08
2015.6.8,716.43,9.16,1.3,711.36,716.61,708.36,496428,3771520,1.94E+08
2015.6.5,707.27,2.71,0.38,701.28,708.23,700.91,557631,4278291,1.91E+08
2015.6.4,704.56,7.59,1.09,702.13,704.57,700.61,580142,4366662,1.91E+08
2015.6.3,696.97,-7.8,-1.11,703.5,710.97,693.27,693090,5373751,1.89E+08
2015.6.2,704.77,-10.96,-1.53,718,718.58,704.77,611087,4813190,1.91E+08
2015.6.1,715.73,4.34,0.61,714.09,715.91,700.9,578472,4484931,1.94E+08
2015.5.29,711.39,2.38,0.34,710.62,717.2,710.5,549340,4524839,1.92E+08
2015.5.28,709.01,9.82,1.4,706.47,711.21,704.62,484566,3949275,1.92E+08
2015.5.27,699.19,-9.47,-1.34,705.7,705.7,696.08,475867,3569472,1.89E+08
2015.5.26,708.66,-4.88,-0.68,715.91,715.91,705,457372,3746527,1.91E+08
2015.5.22,713.54,-2.1,-0.29,718.99,719.02,711.58,546899,4364198,1.93E+08
2015.5.21,715.64,1.69,0.24,718.98,719.27,708.55,522475,4607197,1.93E+08
2015.5.20,713.95,7.16,1.01,709.71,714.09,709.68,601739,5031798,1.93E+08
2015.5.19,706.79,3.54,0.5,707.26,707.35,704.62,530777,4550579,1.91E+08
2015.5.18,703.25,-2.15,-0.3,707.73,707.73,700.18,599819,4471942,1.90E+08
2015.5.15,705.4,6.13,0.88,705.15,708.08,702.79,517458,4098558,1.90E+08
2015.5.14,699.27,7.04,1.02,695.11,699.34,693.43,529657,3996520,1.88E+08
2015.5.13,692.23,5.49,0.8,687.75,693.3,681.3,522080,4354022,1.87E+08
2015.5.12,686.74,-5.55,-0.8,694.8,697.99,685.89,546375,3946577,1.85E+08
2015.5.11,692.29,10.6,1.55,687.81,692.32,685.61,433534,2992753,1.86E+08
2015.5.8,681.69,8.61,1.28,675.83,684.38,674.64,439119,3145395,1.84E+08
2015.5.7,673.08,7.14,1.07,667.01,673.12,654.01,473771,3423639,1.81E+08
2015.5.6,665.94,-11.96,-1.76,672.95,674.22,661.82,486121,3273512,1.79E+08
2015.5.4,677.9,-11.11,-1.61,690.77,690.84,676.42,440513,3038178,1.83E+08
2015.4.30,689.01,-6.68,-0.96,696.31,696.31,685.15,584948,3800676,1.86E+08
2015.4.29,695.69,-1.1,-0.16,699.51,699.66,689.09,558797,3976752,1.87E+08
2015.4.28,696.79,-2.6,-0.37,701.36,701.57,694.3,600315,4664798,1.87E+08
2015.4.27,699.39,8.65,1.25,693.79,699.55,692.84,516099,3307301,1.88E+08
2015.4.24,690.74,-1.74,-0.25,695.12,697.16,681.04,610911,4401682,1.86E+08
2015.4.23,692.48,-10.86,-1.54,707.82,708.06,685.99,705400,5079326,1.86E+08
2015.4.22,703.34,-11.18,-1.56,718.89,720.56,675.95,1086825,7446762,1.89E+08
2015.4.21,714.52,7.56,1.07,712.89,714.74,709.88,747053,5058216,1.92E+08
2015.4.20,706.96,0.06,0.01,700.8,707.52,700.48,667416,4510030,1.90E+08
2015.4.17,706.9,8.59,1.23,703.45,708.23,700.18,685554,4945931,1.90E+08
2015.4.16,698.31,3.87,0.56,699.32,699.32,692.27,698719,4543291,1.88E+08
2015.4.15,694.44,9.47,1.38,689.66,694.96,688.69,619759,3985785,1.86E+08
2015.4.14,684.97,-4.42,-0.64,691.82,694.9,680.53,828998,5380409,1.84E+08
2015.4.13,689.39,7.37,1.08,688.17,689.54,682.72,709281,4631103,1.85E+08
2015.4.10,682.02,5.06,0.75,684.24,685.66,682.02,602405,4220178,1.83E+08
2015.4.9,676.96,8.93,1.34,671.6,677.99,670.83,595117,3773204,1.81E+08
2015.4.8,668.03,1.2,0.18,669.37,669.37,662.57,560683,3773269,1.78E+08
2015.4.7,666.83,4.68,0.71,667.62,667.94,664.64,550040,3719499,1.78E+08
2015.4.6,662.15,4.11,0.62,660.85,662.59,658.99,523547,3202147,1.77E+08
2015.4.3,658.04,7.47,1.15,653.46,658.05,652.59,528694,3255716,1.76E+08
2015.4.2,650.57,0.34,0.05,653.41,654.85,649.23,629852,3674422,1.74E+08
2015.4.1,650.23,-0.26,-0.04,650.27,651.4,645.63,513253,2945767,1.74E+08
2015.3.31,650.49,3.75,0.58,650.75,650.75,647.38,524552,3358425,1.74E+08
2015.3.30,646.74,6.62,1.03,643.4,646.78,641.47,467256,2722251,1.73E+08
2015.3.27,640.12,-2.41,-0.38,645.93,646.43,637.71,592412,3213332,1.71E+08
2015.3.26,642.53,-8.52,-1.31,647.17,649.62,640.56,551807,3594197,1.72E+08
2015.3.25,651.05,9.18,1.43,644.69,651.06,644.69,534691,3482399,1.74E+08
2015.3.24,641.87,1.58,0.25,640.5,642.43,638.46,525789,2659167,1.71E+08
2015.3.23,640.29,0.21,0.03,643.55,644.01,640.29,530150,3010643,1.71E+08
2015.3.20,640.08,8.27,1.31,633.69,640.09,632.57,578703,3368135,1.71E+08
2015.3.19,631.81,2.82,0.45,633.56,633.64,620.52,559031,3292416,1.69E+08
2015.3.18,628.99,-7.06,-1.11,638.41,639.7,628.94,556577,3398296,1.68E+08
2015.3.17,636.05,0.65,0.1,638.92,639,634.55,524049,2870417,1.70E+08
2015.3.16,635.4,1.15,0.18,636.47,636.69,633.86,556633,3013223,1.70E+08
2015.3.13,634.25,6.1,0.97,631.74,634.97,631.5,530719,3012814,1.69E+08
2015.3.12,628.15,8.54,1.38,622.55,628.29,621.47,490443,2778599,1.68E+08
2015.3.11,619.61,-2.38,-0.38,617.52,623.24,616.43,470056,2571349,1.66E+08
2015.3.10,621.99,-7.27,-1.16,632.54,633.52,617.89,571069,2934639,1.66E+08
2015.3.9,629.26,-6.58,-1.03,636.83,636.83,628.83,503302,2792596,1.68E+08
2015.3.6,635.84,4.41,0.7,634.52,635.87,632.5,551627,3076185,1.70E+08
2015.3.5,631.43,1.08,0.17,633.07,633.58,629.41,485603,2827877,1.69E+08
2015.3.4,630.35,4.71,0.75,627.27,631.32,627.09,528476,3007145,1.68E+08
2015.3.3,625.64,3.83,0.62,625.53,626.24,624.29,502375,2787743,1.67E+08
2015.3.2,621.81,-2.75,-0.44,627.61,628.03,621.75,507112,2855825,1.66E+08
2015.2.27,624.56,7.48,1.21,620.65,625.2,620.06,503343,2946335,1.67E+08
2015.2.26,617.08,0.51,0.08,618.06,618.37,615.02,487146,2974401,1.65E+08
2015.2.25,616.57,-4.74,-0.76,625.12,625.26,616.57,479931,2914314,1.65E+08
2015.2.24,621.31,5.79,0.94,616.66,621.73,616.27,472885,2949830,1.66E+08
2015.2.23,615.52,6.42,1.05,613.37,616.35,611.98,426305,2904874,1.64E+08
2015.2.17,609.1,-1.06,-0.17,611.92,611.92,606.46,440244,3195821,1.62E+08
2015.2.16,610.16,2.09,0.34,610.59,613.72,609.29,451940,3251071,1.63E+08
2015.2.13,608.07,5.83,0.97,604.76,608.45,603.94,507035,3354772,1.62E+08
2015.2.12,602.24,0.83,0.14,604.69,604.69,600.02,516792,3071794,1.60E+08
2015.2.11,601.41,8.46,1.43,595.97,602.25,595.97,499705,2890277,1.60E+08
2015.2.10,592.95,-0.8,-0.13,593.91,595.14,585.35,553759,3034809,1.58E+08
2015.2.9,593.75,-10.38,-1.72,605.88,605.88,592.69,519774,3299104,1.58E+08
2015.2.6,604.13,3.32,0.55,605.86,606.13,603.93,515658,3049408,1.61E+08
2015.2.5,600.81,2.58,0.43,600.87,600.88,598.14,554182,2865104,1.60E+08
2015.2.4,598.23,4.92,0.83,596.53,598.53,595.9,505360,2728893,1.59E+08
2015.2.3,593.31,3.04,0.52,592.35,593.56,587.34,501515,2868943,1.58E+08
2015.2.2,590.27,-1.31,-0.22,591.75,591.75,586.87,422466,2472994,1.56E+08
2015.1.30,591.58,-1.54,-0.26,596.94,597.28,588.97,452065,2561744,1.57E+08
2015.1.29,593.12,-1.27,-0.21,594.74,595.42,592.66,467498,2690843,1.57E+08
2015.1.28,594.39,6.55,1.11,587.77,594.4,587,470184,2664292,1.57E+08
2015.1.27,587.84,-2.5,-0.42,593.19,593.23,587.7,530981,3679824,1.56E+08
2015.1.26,590.34,1.03,0.17,591.2,591.82,589,534749,2897775,1.56E+08
2015.1.23,589.31,10.89,1.88,582.77,589.31,580.78,506745,3033529,1.56E+08
2015.1.22,578.42,-5.92,-1.01,587.17,587.42,572.68,647448,3292362,1.53E+08
2015.1.21,584.34,2.07,0.36,584.34,586.04,583.64,538202,3023147,1.55E+08
2015.1.20,582.27,4.33,0.75,580.14,582.28,576.2,486159,2882457,1.54E+08
2015.1.19,577.94,0.53,0.09,583.59,583.59,577.94,441095,2509255,1.53E+08
2015.1.16,577.41,-3.98,-0.68,582.31,582.49,575.7,429675,2733248,1.53E+08
2015.1.15,581.39,7.22,1.26,575.25,581.39,575.06,447943,2724216,1.54E+08
2015.1.14,574.17,3.17,0.56,573.3,574.7,571.66,433170,2473735,1.52E+08
2015.1.13,571,-3.76,-0.65,576.05,577.85,570.3,553182,2894920,1.51E+08
2015.1.12,574.76,1.77,0.31,574.43,575.57,572.27,453314,2660021,1.52E+08
2015.1.9,572.99,6.56,1.16,570.79,573.36,569.62,438637,2853481,1.51E+08
2015.1.8,566.43,5.11,0.91,565.19,567.21,563.63,468818,2614408,1.49E+08
2015.1.7,561.32,2.42,0.43,559.91,561.95,557.56,494452,3041388,1.48E+08
2015.1.6,558.9,-2.35,-0.42,557.31,562.1,556.39,487561,2582876,1.47E+08
2015.1.5,561.25,7.52,1.36,556.45,561.25,554.07,427454,2357130,1.48E+08
2015.1.2,553.73,10.76,1.98,546.01,553.78,546.01,364060,1921225,1.46E+08
2014.12.30,542.97,3.75,0.7,540.58,543.08,540.28,388706,1687682,1.43E+08
2014.12.29,539.22,4.05,0.76,537.13,540.03,536.99,384930,1857152,1.42E+08
2014.12.26,535.17,-1.72,-0.32,538.77,539.24,535.17,506926,2206609,1.41E+08
2014.12.24,536.89,2.24,0.42,536.35,538.02,535.78,463603,2017389,1.41E+08
2014.12.23,534.65,-2.13,-0.4,538.95,539.13,534.55,417420,2343008,1.41E+08
2014.12.22,536.78,1.27,0.24,537.89,538.78,535.12,429662,1777044,1.41E+08
2014.12.19,535.51,7.99,1.51,532.05,535.99,530.96,390477,2000657,1.41E+08
2014.12.18,527.52,-5.54,-1.04,536.4,536.63,520.93,515786,2360670,1.39E+08
2014.12.17,533.06,-1.09,-0.2,536.83,537.17,532.68,456093,2340472,1.40E+08
2014.12.16,534.15,-3.94,-0.73,538.1,539.39,533.24,460172,2360215,1.40E+08
2014.12.15,538.09,4.42,0.83,530.58,538.92,530.1,424151,1945924,1.41E+08
2014.12.12,533.67,-3.54,-0.66,539.69,540.13,530.83,596591,2729367,1.40E+08
2014.12.11,537.21,-4.75,-0.88,540.3,542.6,536.32,477012,2356053,1.40E+08
2014.12.10,541.96,-4.61,-0.84,547.79,548.21,540.42,452662,2189383,1.41E+08
2014.12.9,546.57,-4.83,-0.88,551.73,552.38,546.57,513199,2178098,1.43E+08
2014.12.8,551.4,0.55,0.1,553.11,553.11,551.19,432777,2141511,1.44E+08
2014.12.5,550.85,2.69,0.49,549.92,550.92,549.27,480233,2249781,1.43E+08
2014.12.4,548.16,3.14,0.58,548.18,549.46,547.2,394092,2248476,1.42E+08
2014.12.3,545.02,3.49,0.64,543.24,546,542.64,428016,2033941,1.41E+08
2014.12.2,541.53,2.08,0.39,538.99,541.55,537.53,359758,1826563,1.40E+08
2014.12.1,539.45,-5.63,-1.03,545.08,545.23,539.13,368382,1706683,1.40E+08
2014.11.28,545.08,-0.89,-0.16,547.29,548.01,544.51,354876,1632517,1.41E+08
2014.11.27,545.97,-1.37,-0.25,548.46,549.32,545.46,338403,1735361,1.41E+08
2014.11.26,547.34,1,0.18,547.85,548.1,546.58,367260,1898873,1.42E+08
2014.11.25,546.34,4.41,0.81,543.47,546.98,543.36,397533,2820780,1.42E+08
2014.11.24,541.93,-2.05,-0.38,547.5,547.73,539.82,354731,2107908,1.40E+08
2014.11.21,543.98,4.05,0.75,542.32,543.98,540.95,390540,2036705,1.41E+08
2014.11.20,539.93,-0.91,-0.17,541.99,542.81,539.14,375323,1981258,1.40E+08
2014.11.19,540.84,4.64,0.87,539.65,541.19,538.62,365162,1935270,1.40E+08
2014.11.18,536.2,5.02,0.95,532.42,536.22,532.42,344739,1856591,1.39E+08
2014.11.17,531.18,-10.75,-1.98,543.28,543.35,531.16,343506,1838192,1.37E+08
2014.11.14,541.93,-5.77,-1.05,549,549,541.87,381117,1868616,1.40E+08
2014.11.13,547.7,1.24,0.23,547.95,548.55,547.07,362085,1933933,1.41E+08
2014.11.12,546.46,1.33,0.24,547.98,547.98,546.16,393830,2250759,1.41E+08
2014.11.11,545.13,5.91,1.1,541.62,545.14,541.23,368608,2152897,1.41E+08
2014.11.10,539.22,-0.68,-0.13,542.52,543.16,538.77,360075,2000418,1.39E+08
2014.11.7,539.9,8.09,1.52,532.87,539.91,532.24,341539,2130718,1.39E+08
2014.11.6,531.81,-8.46,-1.57,541.57,542.7,530.42,347410,2353343,1.37E+08
2014.11.5,540.27,-1.89,-0.35,541.72,545.3,540.09,357467,2417250,1.39E+08
2014.11.4,542.16,-10.31,-1.87,554.63,556.02,540.36,410440,2369542,1.39E+08
2014.11.3,552.47,-6.23,-1.12,559.71,559.9,552.34,369057,2031771,1.42E+08
2014.10.31,558.7,0.84,0.15,559.85,559.85,557,340918,1972807,1.44E+08
2014.10.30,557.86,-3.17,-0.57,561.97,562.36,553.64,394619,2114828,1.43E+08
2014.10.29,561.03,-1.26,-0.22,566.03,566.18,560.93,392328,2205992,1.44E+08
2014.10.28,562.29,2.37,0.42,561.91,562.71,560.69,363046,2083805,1.44E+08
2014.10.27,559.92,-0.74,-0.13,562.93,563.26,558.29,356431,1991513,1.44E+08
2014.10.24,560.66,-3.65,-0.65,568.33,568.33,560.49,386959,2490605,1.44E+08
2014.10.23,564.31,-0.21,-0.04,565.69,568.63,561.3,375657,2479502,1.45E+08
2014.10.22,564.52,6.98,1.25,563.81,564.76,561.06,384794,2656560,1.45E+08
2014.10.21,557.54,1.53,0.28,558.64,559.27,555.16,417469,2548702,1.43E+08
2014.10.20,556.01,8.31,1.52,553.63,556.66,551.56,373857,2303640,1.43E+08
2014.10.17,547.7,2.21,0.41,549.7,553.57,543.64,395421,2640481,1.40E+08
2014.10.16,545.49,-0.02,0,542.08,546.95,534.54,382113,2340808,1.40E+08
2014.10.15,545.51,1.46,0.27,546.95,549.6,542.49,395042,2245359,1.40E+08
2014.10.14,544.05,9.74,1.82,531.94,544.53,531.94,372981,2360728,1.39E+08
2014.10.13,534.31,-21.64,-3.89,551.47,551.47,531.46,432181,2808266,1.31E+08
2014.10.10,555.95,-10.79,-1.9,565.07,565.26,553.87,357245,2232727,1.37E+08
2014.10.8,566.74,3.92,0.7,560.4,567.19,560.4,305560,1968396,1.39E+08
2014.10.7,562.82,-3.45,-0.61,567.7,568.33,561.33,334814,2066295,1.38E+08
2014.10.6,566.27,-3.57,-0.63,573.82,573.93,566.27,357661,2308611,1.39E+08
2014.10.2,569.84,2.85,0.5,564.02,570.01,562.1,332273,2135873,1.39E+08
2014.10.1,566.99,-6.23,-1.09,575.02,575.35,564.32,388445,2594824,1.39E+08
2014.9.30,573.22,3.95,0.69,571.63,573.54,567.3,387200,2390184,1.40E+08
2014.9.29,569.27,-8.39,-1.45,580.3,580.43,566.61,409352,2389094,1.39E+08
2014.9.26,577.66,0.18,0.03,573.91,577.76,573.11,397797,2266955,1.41E+08
2014.9.25,577.48,-2.94,-0.51,583.58,583.66,577.44,433517,2648591,1.41E+08
2014.9.24,580.42,4.86,0.84,576.61,580.51,574.99,369952,2324195,1.42E+08
2014.9.23,575.56,-1.79,-0.31,577.67,578.75,571.61,370407,2524825,1.41E+08
2014.9.22,577.35,-4.03,-0.69,583.44,583.45,577.35,385300,2248090,1.41E+08
2014.9.19,581.38,4.41,0.76,580.1,581.41,578.67,373851,2248911,1.42E+08
2014.9.18,576.97,1.99,0.35,577.65,578.4,576.97,391547,2400859,1.41E+08
2014.9.17,574.98,2.62,0.46,574.99,575.56,573.1,356768,2458526,1.40E+08
2014.9.16,572.36,6.59,1.16,567.06,572.38,567.06,322756,2321566,1.40E+08
2014.9.15,565.77,-4.88,-0.86,571.64,571.64,565.76,335434,2313728,1.38E+08
2014.9.12,570.65,-3.05,-0.53,575.46,575.82,567.71,331315,2481178,1.39E+08
2014.9.11,573.7,1.33,0.23,574.89,575.65,573.64,339921,2190461,1.40E+08
2014.9.5,572.37,3.47,0.61,569.99,572.61,568.5,350100,2207618,1.40E+08
2014.9.4,568.9,-2.5,-0.44,573.5,573.81,568.33,381371,2361069,1.39E+08
2014.9.3,571.4,2.66,0.47,570.13,572.41,569.59,397985,2293099,1.39E+08
2014.9.2,568.74,1.79,0.32,567.48,568.9,565.64,341578,2058636,1.39E+08
2014.9.1,566.95,-3.25,-0.57,572.8,572.85,566.94,395692,1999233,1.38E+08
2014.8.29,570.2,-0.04,-0.01,570.52,571.44,568.46,403410,2268657,1.39E+08
2014.8.28,570.24,3.01,0.53,569.53,570.45,569.13,342136,2015416,1.39E+08
2014.8.27,567.23,-1.01,-0.18,570.33,570.74,565.27,358396,2509243,1.38E+08
2014.8.26,568.24,3.84,0.68,567.5,568.34,565.93,349860,2317152,1.38E+08
2014.8.25,564.4,-1.95,-0.34,568.54,569.64,563.05,368840,2331595,1.37E+08
2014.8.22,566.35,3.83,0.68,565.04,566.69,565,368802,2152941,1.38E+08
2014.8.21,562.52,0.56,0.1,564.6,565.01,562.52,330046,2203384,1.37E+08
2014.8.20,561.96,-0.7,-0.12,564.75,565.56,561.96,327840,2347129,1.37E+08
2014.8.19,562.66,1.56,0.28,564.16,564.3,559.03,319077,2154022,1.37E+08
2014.8.18,561.1,2.92,0.52,561.35,561.57,559.46,299404,2161848,1.37E+08
2014.8.14,558.18,6.45,1.17,554.12,558.27,553.96,299429,2230705,1.36E+08
2014.8.13,551.73,5.97,1.09,547.64,551.74,547.64,304690,2303046,1.34E+08
2014.8.12,545.76,-0.54,-0.1,548.54,548.93,544.54,317472,2061073,1.33E+08
2014.8.11,546.3,2.06,0.38,548.48,549.74,546.3,302814,2032714,1.33E+08
2014.8.8,544.24,-2.87,-0.52,547.97,548.6,540.38,311664,2012996,1.33E+08
2014.8.7,547.11,-1.32,-0.24,550.42,551.96,546.45,335807,2675263,1.33E+08
2014.8.6,548.43,0.68,0.12,548.42,549.77,547,335194,2388848,1.33E+08
2014.8.5,547.75,-1.86,-0.34,552.21,552.44,546.57,374819,2213439,1.33E+08
2014.8.4,549.61,8.52,1.57,543.8,549.61,543.45,320874,1776769,1.34E+08
2014.8.1,541.09,4.77,0.89,530.2,541.36,529.88,270218,1671595,1.32E+08
2014.7.31,536.32,-5.49,-1.01,541.99,542.08,528.15,339902,2202719,1.31E+08
2014.7.30,541.81,-0.01,0,543.63,544.02,537.27,312519,1934967,1.32E+08
2014.7.29,541.82,-11.16,-2.02,553.75,554.17,540.22,333913,2021380,1.32E+08
2014.7.28,552.98,-9.8,-1.74,564.26,564.3,551.93,329149,1979240,1.34E+08
2014.7.25,562.78,3.11,0.56,560.79,562.94,560.65,314006,1841814,1.37E+08
2014.7.24,559.67,-3.47,-0.62,565.25,565.3,559.64,376066,2039972,1.36E+08
2014.7.23,563.14,-1.79,-0.32,567.35,567.49,563.13,329988,1897122,1.37E+08
2014.7.22,564.93,3.18,0.57,563.24,564.96,562.62,332078,1876225,1.37E+08
2014.7.21,561.75,1.49,0.27,563.76,563.99,561.42,319000,1864048,1.36E+08
2014.7.18,560.26,1.32,0.24,556.55,560.84,556.13,318319,1870969,1.36E+08
