"산업별","항목","단위","1996.01 월","1996.02 월","1996.03 월","1996.04 월","1996.05 월","1996.06 월","1996.07 월","1996.08 월","1996.09 월","1996.10 월","1996.11 월","1996.12 월","1997.01 월","1997.02 월","1997.03 월","1997.04 월","1997.05 월","1997.06 월","1997.07 월","1997.08 월","1997.09 월","1997.10 월","1997.11 월","1997.12 월","1998.01 월","1998.02 월","1998.03 월","1998.04 월","1998.05 월","1998.06 월","1998.07 월","1998.08 월","1998.09 월","1998.10 월","1998.11 월","1998.12 월","1999.01 월","1999.02 월","1999.03 월","1999.04 월","1999.05 월","1999.06 월","1999.07 월","1999.08 월","1999.09 월","1999.10 월","1999.11 월","1999.12 월","2000.01 월","2000.02 월","2000.03 월","2000.04 월","2000.05 월","2000.06 월","2000.07 월","2000.08 월","2000.09 월","2000.10 월","2000.11 월","2000.12 월","2001.01 월","2001.02 월","2001.03 월","2001.04 월","2001.05 월","2001.06 월","2001.07 월","2001.08 월","2001.09 월","2001.10 월","2001.11 월","2001.12 월","2002.01 월","2002.02 월","2002.03 월","2002.04 월","2002.05 월","2002.06 월","2002.07 월","2002.08 월","2002.09 월","2002.10 월","2002.11 월","2002.12 월","2003.01 월","2003.02 월","2003.03 월","2003.04 월","2003.05 월","2003.06 월","2003.07 월","2003.08 월","2003.09 월","2003.10 월","2003.11 월","2003.12 월","2004.01 월","2004.02 월","2004.03 월","2004.04 월","2004.05 월","2004.06 월","2004.07 월","2004.08 월","2004.09 월","2004.10 월","2004.11 월","2004.12 월","2005.01 월","2005.02 월","2005.03 월","2005.04 월","2005.05 월","2005.06 월","2005.07 월","2005.08 월","2005.09 월","2005.10 월","2005.11 월","2005.12 월","2006.01 월","2006.02 월","2006.03 월","2006.04 월","2006.05 월","2006.06 월","2006.07 월","2006.08 월","2006.09 월","2006.10 월","2006.11 월","2006.12 월","2007.01 월","2007.02 월","2007.03 월","2007.04 월","2007.05 월","2007.06 월","2007.07 월","2007.08 월","2007.09 월","2007.10 월","2007.11 월","2007.12 월","2008.01 월","2008.02 월","2008.03 월","2008.04 월","2008.05 월","2008.06 월","2008.07 월","2008.08 월","2008.09 월","2008.10 월","2008.11 월","2008.12 월","2009.01 월","2009.02 월","2009.03 월","2009.04 월","2009.05 월","2009.06 월","2009.07 월","2009.08 월","2009.09 월","2009.10 월","2009.11 월","2009.12 월","2010.01 월","2010.02 월","2010.03 월","2010.04 월","2010.05 월","2010.06 월","2010.07 월","2010.08 월","2010.09 월","2010.10 월","2010.11 월","2010.12 월","2011.01 월","2011.02 월","2011.03 월","2011.04 월","2011.05 월","2011.06 월","2011.07 월","2011.08 월","2011.09 월","2011.10 월","2011.11 월","2011.12 월","2012.01 월","2012.02 월","2012.03 월","2012.04 월","2012.05 월","2012.06 월","2012.07 월","2012.08 월","2012.09 월","2012.10 월","2012.11 월","2012.12 월","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월",
"정보통신방송기기","IT산업별/월별 수출 현황","","3890990040","3598900545","3917004554","3442494979","3322455303","3278465110","2933147685","3002708205","3170721768","3529622772","3572797703","3544081676","3153457750","2880577828","3318629325","3450995496","3490911565","3593170805","3460316007","3555862650","3638909843","3876595623","3555465016","3454948036","2915520138","3144035200","3397141582","3256750706","3230852897","2934894292","2906629413","3034687222","3341980551","3368542936","3589335695","3767132238","3503675254","3460499761","4123410722","3955475891","4052516905","4125294681","4029735953","4165968086","4455994232","5287201543","5382550771","5329567649","5067731506","4722902391","5317970252","5099232913","5490857691","5775785666","5734575974","5989760175","6351399018","6220184537","5901915049","5471839922","4842855190","4795324688","4959990960","4152240044","4214657779","4247325360","3729385504","3967885433","4371505366","4501899732","4710069143","4129975098","4481423478","4262595739","5187480990","4974131708","5148067820","4946295842","5027044485","5148338549","5331520511","5923317660","5885592956","5385307971","5502126368","5060890986","5825108224","5582091728","5367986704","5678722412","6190136518","6398666871","7066097025","7869313067","7581769339","7689689675","7366659505","7747396560","8544857854","8255230194","8552228508","8463773738","8166740508","7965338753","8174217313","8982895570","9054124702","7915488163","8342833681","7610136602","8957070482","8241352320","8449265017","8655635868","8694520134","8978836755","9570851785","9904717495","9938010156","8875975294","8928964402","8596810692","9615576547","8724357340","9259414486","9201333963","9000563782","9928586244","10849354145","10448211010","10884731584","9540064356","10298910873","9352333547","10382637909","9670128396","9879669951","10283604597","11039684008","11531176015","11119828903","13068463677","12760787963","10711078167","11275546010","10161595047","11997348235","11761174325","11644871572","11504552269","12142564915","11472717604","12138751079","11956660551","8594629732","6513135764","6914769285","7674976441","8784327885","9451155851","9646072028","10149857979","10866262146","10591874061","11833039023","12025879025","11722815985","11288314689","11030854339","10665547786","12716210335","12593732624","12780236416","13024188575","13552135222","13388054808","13451871618","14097948927","13600762829","13039782121","12823853387","11162598179","13479876135","13283605178","13346549047","13225636046","13003287979","13019309160","14040791564","13715392596","12941637806","12574523697","11259827830","11629545307","12501280121","12023781145","12926237157","12901485964","12784212930","13017362086","14053884316","14538966380","14509895489","13089599230","13412750581","12086361512","14007168795","14340198549","15329397457","13486823788","14342372210","14802060652","15415198236","16565932860","14958734266","13936356366","13540419033","13034362502","15139655763","14906233024","14144708406","14075410562","14434306353","14346557945","15641392481","16292168463","15420146003","15257253867","14416728561","12717482574","14699095140","14621565900","14580430115","14211141279","13934502530","14433405756","15882867973","16025047088","14329333420","13014535759","11851994658","11450548467","13945484600","12527126263","13126820864","13475598144","12997841607","14117295894","14522632662","14934754935","14781453292","14728373792","13821503963","14049787441","16135161246","15541857011","15400497443","15886530005","15700253742","17479786336","19246082027","17995389822","18607829913","17705612754","17686121012","15682528804","18938582495","17031106917","18497194319","19115003783","18554836157","20170543526","20272330814","20189522984","18289807211","15912758405","14434033599","12665162957","15825778746","15195764753","14297918449","14806038645","14505186134","15197630581","15751055495","15480520401","14302502932","14397066031","13395787858","13700292483","15993881130","12868660113","13917519335","14945916217","14974762411","15215390602","17613486973","16389971691","16534979919","17957892611","16278680632","15259437295","17411736961","17053871725","17730779782","19297776741","19476825932","20234587226","21327347244","19910528441","21489817062","22137061785","19606279979","18854408871","23257970826","19932794120","20191578165","20599845867","19304862026","19295116869","20862633916",
"전자부품","IT산업별/월별 수출 현황","","1907586562","1710441569","1841246781","1541530079","1453185719","1389981265","1213904042","1282468402","1414486330","1607663259","1695448777","1734686824","1524767303","1338114474","1550586448","1696692947","1844536443","2039993517","1925067312","2030664862","1922654817","2122282488","1957581008","1893129234","1637137957","1695530697","1858632726","1697511487","1818472082","1544703297","1624556474","1829192465","1930516932","1993851772","2128358958","2300650540","2102396180","1965485793","2213751332","2075171471","2101455918","2042044539","2054071939","2088028664","2133530198","2391765395","2361608170","2170860020","2265817396","2098085063","2333684481","2368155731","2665042118","2915425588","2918719006","3142442945","3173362686","2901074803","2685858061","2430071641","2186741159","1982958224","1949843429","1646072765","1616124713","1507752604","1230655299","1292652669","1388952847","1338153370","1462411422","1296312461","1546085188","1497852355","1873646156","1785173777","1760046042","1745793689","1857228948","1896549658","1803814160","2019172196","2049121567","1874738402","2035889456","1582161147","1777197141","1805131721","1794432498","1836855320","2079073235","2242575569","2466959411","2715020089","2649010899","2689407568","2514800453","2606736010","2990647250","3025740767","3107496283","3075995163","2983715985","2979985661","2924322093","3199997409","3203890036","2912434578","3182218548","3046555937","3500652831","3363105648","3512214374","3634565081","3825037216","3947567399","3995396722","4120597560","4099750360","3892689861","3836348283","3685403066","4241507667","4103102379","4302575210","4135229029","4204678346","4735683078","5118771379","4949723523","5325441302","5002469080","5326214188","4739280740","5250870814","4737036077","4991597306","5112889080","5620953631","6043929599","5686954777","6205325936","6215510046","5549745256","5336753875","4932543402","5624049080","5558714218","5821187745","5895827544","6112849110","5935883715","5947410489","5398723577","4136533488","3028238447","3058932738","3427437621","4235681357","4671185772","5033937827","5306653470","5839890513","6010544225","6568416059","6770466990","6644282851","6730370691","6413287586","6289090163","7628427367","7788532052","8076388679","8042262900","8685026198","8772040538","8472765351","8274444239","7682849894","7723251337","7508123275","6643340566","8084984454","7700548632","7838004863","7824743990","7541390881","7711305829","8494884542","8470580476","7851196154","7903176804","7136677120","7338507017","8055030907","7515354332","8177458431","8172897393","8039519715","8314101413","8644190576","9028043137","8809706549","8364065766","8328981242","7698585066","8856535454","8695802491","9270475056","8522044860","8942142331","9234861579","9555358857","9833508607","8986372582","8855091678","8183610379","7923561428","9250750406","8748327870","8526073225","8812341547","8533290405","9003833110","9812866677","9927557529","9540342878","9486779910","8977822066","8007697317","9080130685","8859548426","8691457585","8797094580","8738502557","8917751953","9341165584","9030035827","8292330340","7676771543","7245022127","6756709755","8225392316","7411870570","7839430512","8180569835","8101868726","8952366624","9112103516","8998156723","9062117405","9085945450","9501459774","9544491186","11021748249","10395183890","10949214038","11390403393","11357158824","12671948378","13809757457","13301821070","13330956946","13050726480","13071070655","11721801976","14023517731","12742140037","13806970744","14233351051","13919398548","15532127392","15932043863","15254170533","13954152514","11855968379","10365938133","9109668400","11635327015","11098411504","10084667909","10750562111","10427092932","11130516704","11458582645","10737136977","9978548137","10010191452","9655945697","9581950831","11337652213","9200475626","10123106563","10640381517","10445436146","10968739486","12686910435","11777687651","11768470118","12888608722","11812244588","10895570666","12230347580","12006233795","12782671990","14137226050","14196508946","14987293975","15659712053","14461898269","15534192396","16354703156","14244011118","13645151543","16745928683","13983617669","14461074594","15236360174","14370233612","14011437758","14636406938",
"반도체","IT산업별/월별 수출 현황","","1650026705","1466998652","1565500775","1253317468","1163829102","1105167234","931626855","1005870776","1094561756","1248576297","1342119108","1378571127","1226733824","1031489394","1211609938","1316184417","1441133938","1611242662","1506765897","1607596662","1503700194","1660351471","1537846036","1472860006","1292974095","1330542058","1452474289","1309164886","1438878709","1162406868","1242573843","1416440651","1422921915","1501742592","1634279768","1780501950","1560146434","1462034114","1598970271","1460909679","1472652245","1460279206","1519241062","1534915424","1575789399","1766646149","1734645458","1679606495","1826335925","1711340573","1885848589","1901689230","2175250583","2383228185","2403035635","2600308962","2633390278","2353702183","2148454875","1957708627","1790148428","1555968168","1520799259","1270131772","1251999105","1161319502","867313021","893490100","991734329","963169570","1063017330","911251781","1149104287","1134543139","1433711489","1370628382","1335165395","1336271362","1401335463","1463241891","1369919999","1566884001","1613574051","1456337800","1604071620","1156323226","1318262009","1352149638","1388440628","1441602574","1612397151","1739868552","1882645725","2070761659","1984057500","1984650601","1870949743","1933111922","2180222567","2269803200","2347257672","2268602551","2204574236","2266451293","2249562424","2425847161","2393608116","2105938359","2406661094","2249402172","2533401336","2400419891","2485534768","2526304924","2623500115","2611971155","2597951973","2627947564","2534374449","2388911136","2397034442","2286707403","2567425638","2485008086","2635114494","2576500858","2623238856","2805598036","2982603691","3072057582","3442097988","3356784391","3594865853","3091078658","3205043224","2866289710","2920378371","3192728394","3406176581","3559171026","3283958484","3402738705","3473443171","3048861924","2821719796","2584144632","2943764908","2863564639","3085099268","3265170603","3204105598","3099795850","2940514580","2515931100","1941650847","1527327687","1497459906","1535907190","1812413262","2114607318","2402041906","2514915454","2703063424","2876945090","3210575200","3431934373","3497314186","3444719596","3303255465","3346961436","4042045465","4178344089","4385834331","4377447501","4617854675","4744050392","4770196220","4555989511","4130178403","4254900144","4094893662","3654848182","4472320521","4154838905","4173149743","4209470502","3969079064","4112429218","4593133719","4350816863","4076478190","4284586668","3764419921","3870370005","4309108242","3833476974","4227721246","4348761283","3941447370","4093719300","4467454046","4643934240","4602619161","4327326556","4034855878","3903416211","4594793509","4311774305","4954476500","4646955308","4796812166","4994025646","5408216039","5333812057","4972902986","5190789996","4647126399","4472213064","5237383568","4828716487","4902241503","5154851606","4838639205","5242095479","5808551055","5946330901","5763785015","5804598315","5262677251","4760274321","5388575279","5162349856","5111369833","5306305810","5137059509","5451972320","5855014295","5499195842","5189996572","4791291472","4528349354","4151030227","5287250495","4551210716","4888745777","5279903798","5003007832","5587505678","5702193367","5590849663","5793389598","5861252937","6409038062","6498377055","7609980727","7240916586","7626161250","8180549880","8040348758","8924527145","9876620660","9640195271","9760610676","9865634701","9854036156","9143440219","10980403469","9888866077","10937100673","11252062430","10471302793","11634842286","12536376588","11703376645","10790885723","8952440602","7536009968","6864747858","9122947540","8554630389","7658132165","8400661312","7566237293","8082230260","8577042753","7948395735","7471687191","7373138903","7287683985","7502266658","8867404804","7260831705","8152829732","8359257178","7960670744","8291245895","9598018934","8750102979","8668949283","9551342161","8775946075","8436929623","9571380225","9395402111","10105350074","11226410918","11034515097","11755979192","12231379350","11232437310","12090295815","12842984133","10891006232","10448950329","13196533051","10894940308","11613199664","12477334494","11378843536","10959452382","11666446170",
"전자집적회로","IT산업별/월별 수출 현황","","1559009165","1380753915","1467985028","1157381892","1070079807","1012591134","836257654","915381116","1009643946","1163495093","1258597526","1289590391","1143618051","953544323","1111894423","1221498171","1343190752","1510308706","1398480536","1510654371","1410826687","1553126426","1440818655","1388407694","1220869775","1251494671","1368081782","1224836984","1359797722","1083301167","1162437220","1346610146","1344064797","1425194814","1558059859","1708709844","1491478485","1394051408","1513419493","1377231107","1387157928","1368792349","1426138966","1445357586","1486350505","1668843136","1635632697","1581405276","1719948096","1617454544","1778729632","1797567163","2055286677","2249586483","2272292865","2470192346","2507552133","2231130275","2028489068","1843324165","1693579659","1468471155","1426211097","1182769991","1162443301","1072899988","796107577","821677723","903064997","883352930","975465973","833833307","1071217344","1061854902","1335212517","1283059796","1239634066","1236849571","1303156670","1370421125","1274189539","1466431465","1513107700","1353284222","1515483378","1068543051","1208866960","1252124504","1286968792","1340141685","1520964307","1647406947","1772817829","1953950022","1871109620","1858772450","1758119452","1813831722","2043806705","2138601078","2212099220","2120829468","2068675365","2137541843","2112652001","2295478420","2258339055","1971980830","2278073969","2134200499","2381098957","2265664252","2346873470","2384692415","2484814390","2476345993","2440041874","2477308704","2378527571","2231751664","2256204820","2144034922","2402210104","2320838611","2461355036","2386872882","2439494056","2618830480","2784126124","2879950321","3250889032","3171976543","3409124091","2928015557","3000336109","2680131077","2727027597","2981418369","3184763123","3342650907","3070435681","3172044387","3250310672","2827882995","2620284061","2406671993","2685024304","2629913340","2837792608","3009203996","2952374451","2877844816","2694094870","2257456438","1787844275","1394671782","1380904254","1395447495","1631186446","1921683359","2198846384","2283959828","2459366440","2616624595","2895352771","3089250760","3177889842","3107161042","2967366760","2979163094","3520548479","3685558698","3899452325","3848112994","4042588670","4213450823","4187589220","3957858869","3582453906","3679129735","3563695972","3098058448","3856594898","3591913327","3642954305","3648397821","3404300669","3482191269","3993564649","3844535025","3619626667","3746142108","3317195879","3317574417","3746770023","3260085624","3648732209","3786389344","3361959904","3506091720","3886304371","4118826311","4048024853","3839751245","3498587420","3431557631","4026855601","3732820864","4321967521","4061466951","4218840046","4424078843","4844928523","4768842572","4458957587","4690286780","4158187547","3975646268","4672399320","4296812179","4370088594","4638588949","4332583446","4731194470","5275306595","5441545817","5317646409","5292210551","4745680162","4304100155","4860457957","4671323301","4651209419","4801849620","4581503414","4936150521","5338056803","4998087136","4714248041","4315214513","4068873202","3675481472","4689440052","4030430265","4320926597","4692725128","4442719521","5028219815","5122983096","5045615177","5229432672","5343706881","5926718121","5976702636","7022665086","6691533975","7055237728","7552063582","7448575000","8282078990","9180135970","9055368379","9131436155","9202249258","9156792402","8529274579","10255303721","9260139538","10324273102","10608713947","9841478807","10967919121","11908353821","11063881637","10214789837","8413281190","6923673064","6375246013","8541500204","7978998042","7107046991","7896825602","6999235511","7530775331","8072678111","7431963150","6979768765","6852781821","6767557919","7017802546","8309589420","6832125563","7719961981","7912762149","7421145231","7782733885","9033180066","8243818397","8168226259","8982359347","8224453319","7916881302","9019874896","8861541458","9585466464","10679433073","10474235086","11195422303","11701456854","10678799897","11548653728","12295896127","10348821958","9940493653","12653614031","10384711699","11102438513","11965711418","10857426562","10411527674","11119861634",
"메모리반도체","IT산업별/월별 수출 현황","","1515756680","1337644844","1415952642","1113300705","1022288771","961651123","791383117","866372546","963250640","1113669483","1205234649","1230998181","1102624422","914424785","1069413747","1155457971","1293130853","1454300683","1356045040","1457934421","1346764611","1499952771","1373512129","1330316853","1187396394","1201260863","1325161559","1174656964","1291503993","1031897758","1113666509","1285608924","1274458212","1351759723","1486601337","1629476490","1423570412","1329847199","1437050251","1299615062","1303714357","1279447447","1343745724","1360461313","1395361314","1574304490","1545704633","1477317825","1629840087","1531638690","1668567857","1693683447","1925669273","2102123479","2129507435","2341142088","2362153884","2094569055","1880366972","1682229378","1553241655","1351859492","1328262873","1072590117","1062910692","980202121","702332406","742652641","823195174","793612491","891038421","767276523","675366688","696748957","861651127","802416571","720227716","704381261","752775472","791516724","771443914","869410256","956918740","876763786","728442707","591474186","649393599","669234946","709978629","749935860","941052553","1058444646","1129976356","1218841011","1191988743","1165984429","1190542721","1208685684","1329185522","1414761900","1475710103","1340383672","1319112291","1326722839","1322954812","1474749994","1464879700","1271569770","1387777949","1301305797","1381440814","1275291432","1295775389","1306103787","1316249708","1413243450","1441174970","1426870287","1310349894","1201319628","1234271580","1122532810","1237548063","1194587796","1338194984","1294851495","1321120779","1466676797","1597791574","1650282171","1785685860","1869762387","2239022198","1914531816","1804783130","1612021611","1646380162","1861223455","1990535816","2124548642","1914021946","1887161194","1824234048","1573063109","1410805127","1369540863","1580195806","1573233358","1705275295","1749024335","1732008225","1678740280","1451157033","1142035677","907125361","727102352","720581196","789387909","865496529","982246591","1145348695","1243395925","1327793683","1466128306","1603610563","1781678423","1941708080","1997870421","1958406784","1930972785","2284249151","2456729037","2605135865","2526996609","2635721657","2791807529","2658645600","2452237824","2026603694","2142545787","2180336656","1876559090","2342702881","2219703416","2206271575","2129369943","1816944530","1742883236","1861143544","1814282729","1733914128","1609151694","1471476965","1517912109","1758459056","1535865487","1758722925","1941126090","1485461581","1557138785","1567296813","1600069287","1531643932","1568179927","1350453325","1497561529","1953499556","2065887763","2233041694","2388629811","2305018472","2282425540","2286315736","2289489675","2283349880","2570558933","2410011892","2307183348","2722859193","2570065784","2713935549","2897240638","2861474892","3068808791","3090082494","3077253477","3174111508","3091358473","2833731638","2668935010","2772615967","2688247825","2606297717","2872416018","2820517931","3024109825","3232636261","2936653242","2752425359","2576490617","2483415748","2263598516","2743466045","2425752220","2798407575","2929739184","2737243856","3144770935","3266526083","3267912267","3481325261","3680554015","4086932041","4189251107","4930848982","4745428758","4894594196","5516357466","5185119511","6033374291","6658499177","6931398015","6883582610","7113007232","6851979493","6541249858","8037284321","6988108326","8206075538","8503789763","7532693086","8597711943","9621772963","8766647657","8046715666","6383675294","4764302005","4507194863","6541597819","5857856524","5265570846","5893755624","4727952847","5191418592","5635826346","4981455119","4839481323","4788275850","4258624211","4636992900","5656401294","4986563203","5782544943","5773329684","4965091816","5071499295","6186670846","5427791006","5190877703","5992317233","5317805231","5220808861","6120087793","5926592996","6569169302","7544779920","7138419919","7637795682","7953437481","6952011455","7643887413","8405804245","6481640257","6330514190","8201223029","6380069283","7276298424","7788628194","6174762997","5749855673","6614896730",
"DRAM","IT산업별/월별 수출 현황","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","722804540","687709483","675156789","748791598","893337976","1054525702","1030323821","1149570024","1162957661","915251557","756556761","646750814","684638371","575462462","582217298","485023553","434489174","358793078","210190768","173244631","176129379","184264229","234273267","286248040","411771189","475515879","600366190","551508873","420434886","391701565","459387286","485444968","449853222","530480910","616663648","574522047","463752004","331536369","366551185","396597470","425447620","423475610","544178077","634498254","660626631","693186105","670694217","661829629","658278290","689327313","764800810","823348907","913763132","876156479","811181004","842156198","824980091","906961746","905570980","767109881","845844002","802827722","772376488","678413127","641622909","651906055","659683285","692673482","704008328","670590343","668553695","560092608","540269507","513343626","587071034","604733158","694419209","718377926","727871958","821961947","978299146","1075939931","1224448749","1391592342","1665764347","1333846629","1166095751","967529017","914076080","979667426","1058958746","1114154619","926966278","815624028","751599310","682242170","691190126","711969299","842358478","850050085","955853002","1039963845","1079601427","1091613039","852485195","621889412","513509421","481963646","436954173","437788114","495013599","532076590","630542299","691341806","809983145","867003629","934645647","1051789385","1238096732","1380256436","1376635184","1295352067","1505196783","1603060528","1759892704","1671386681","1778674807","1880892613","1746528943","1641830933","1273870035","1257289661","1154223176","1104295583","1282926031","1247207726","1254692146","1220355359","1008537727","972729356","951856610","894694006","852646275","874602793","798440162","807645281","973443589","881087581","956732066","1029630440","876654686","808062595","804688552","806224460","725936046","778063074","720991254","806066110","1003112809","1042684315","1159368792","1208671702","1260691068","1226515988","1160874416","1187978162","1343948958","1635849747","1400569800","1301607844","1588357956","1456203023","1531524929","1593228354","1660333006","1786081191","1874961504","1846243766","1976782189","2044501415","1860340764","1763703508","1732656872","1613907365","1591038956","1803279110","1666082810","1541849858","1550617796","1472309271","1387169233","1299449496","1321988579","1198816982","1443179273","1193221060","1401868717","1407427694","1167913186","1395849388","1453962279","1587403085","1496267870","1595992665","1758865856","1766209593","2003809860","2182849823","2347256651","2423036417","2539117315","2723361128","2908600708","3107994336","2987238380","3205552990","3123062301","2989991276","3619719106","3710817601","4071754459","4142707511","3869119589","4129958252","4488737971","4257812477","4204361599","3239654527","2433171984","2095090530","2898457791","2794265195","2358485265","2499623169","2162706636","2245653727","2353344096","2209798764","2191336523","2111678528","1988184762","2151959118","2656456775","2726229319","2835958004","2953297213","2515956213","2426531009","2932951204","2523753652","2374075931","2511543972","2382222817","2271670084","2691671034","2865921544","2899303324","3374522106","3517897213","3764626791","3775428285","3559762365","3705472976","4133923635","3199818166","3182026982","3885154325","3235104574","3707812819","3875826689","3272999606","2785783625","3109207863",
"SRAM","IT산업별/월별 수출 현황","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93713595","92767992","102161699","127715064","141121148","163342802","164067298","184531858","178442683","188127240","185927108","130708419","126892858","109094715","95795883","85431212","73520096","70330159","51507274","50321915","66061225","49617014","58814040","33965474","46674284","47798040","54301602","59023778","62420060","68451820","60158515","74669625","69777157","71343760","63496112","54760053","40169428","45086010","40634547","28730856","27044279","26284236","32301024","38247338","36023733","41456014","35862955","32383678","37899988","39076263","40739855","42949389","46041729","32908038","32624432","31848147","27619896","30718790","28045853","24798878","27450387","25420073","31657945","31873154","32233950","31047867","23463752","29125041","29665947","24394284","22360242","26654628","30129876","27604806","29649750","32733604","38440795","35131006","36012857","56154570","40819380","33034934","34999644","32085892","41086955","27659172","37133166","32359404","31349130","27001526","27504420","27592802","24826431","23813200","24229362","24653983","20606134","18159345","20765138","21729038","23199271","18736971","18167926","16949437","12346224","16307059","13667294","10276389","10690466","8628456","10618047","10974287","7925057","9047788","10676744","8052220","10646483","13223542","11089783","9316803","12479388","10075565","11794916","12782444","11108548","11216205","12749910","10302846","8957401","9441942","7006429","7449581","7497282","6029100","6965612","5142000","4429699","4475257","3314894","3467510","4990992","6011225","5345982","6191828","4580118","3839838","5380450","2888125","1749704","3240497","2216512","1231242","1368515","1385004","1314337","2390763","910408","714253","963903","747217","280559","253523","187291","357022","302709","213041","294341","140495","61297","155933","160802","270841","259596","692374","846516","209793","95608","241988","151725","238639","400129","202929","319134","340306","340353","285493","673196","350022","368816","359279","514770","445943","365593","156834","518408","408708","592471","308750","595512","376419","351455","301792","442031","510825","453143","569588","1037322","1224760","376767","764036","598636","434854","1013974","1725684","1004006","986397","838148","423582","4448064","1761964","1556163","1334684","5323035","4162492","2255054","5179377","3044716","2779895","3406230","2893160","2055803","2082432","1415814","1394316","1804038","1477975","1109601","1269397","1318946","783290","785353","756834","661924","525458","481937","389301","488906","472253","253147","368364","313108","357814","559470","430144","518819","793165","707589","635753","702686","709060","819814","485595","552020","361452","262711","183718","357596","272483","256944","264389","152541","95938","178843",
"Flash 메모리","IT산업별/월별 수출 현황","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27508954","29140359","38598909","35648534","41425440","49385169","49340446","47974681","41657825","46870964","44597329","24624677","38828979","29970295","25666231","27597541","22324248","27201691","29138046","26717310","38120398","34663500","51891797","26920097","45516733","38066324","47079033","53719806","63692640","84997790","92835583","98447698","105136369","102649431","98477791","95856862","81782830","70669720","77380643","72925766","85346934","110469899","170195102","183103533","199202676","216110978","235907634","231548879","247278217","271605107","303925357","319037673","264426449","227439039","267259266","246928272","269759306","305320443","308973122","296481352","302541358","291394705","353938102","354635288","387915734","380218330","389288482","428694496","438455729","441238669","305503947","301450590","345504513","279393799","277629400","238782960","248372054","230618696","248050385","259599732","253114463","237278680","210028411","170841369","217479966","177039790","167503673","174096145","205440979","276806020","312865549","384010483","327021634","287745353","338255255","333271083","283210807","269579576","232315487","228694319","246366108","235058166","230413540","200481422","172400467","126721644","113525846","78417719","97991704","107299229","133571340","142729198","170862703","160183015","157748032","195670841","214664610","235845506","202052249","182205226","205735211","206516589","242982447","253915961","239560447","238007229","242464325","248224040","223920399","214966747","224269840","254830622","248543337","223734854","269575652","289306940","322921314","241024047","262711131","271652830","287171882","292082024","265966022","253195792","193679894","162478784","156900920","144117748","137811924","152384069","169320955","165050002","168559127","194316955","208198838","231173857","202731973","245921810","295058206","281124517","305474044","344001450","290652195","304601532","321573495","308438792","331099619","347313134","319059878","300332703","297433633","311730901","359452469","409240086","359113827","331491463","301864357","312183253","352017610","315107234","295316138","260115008","213283751","220976125","214630361","231573792","218704392","230142707","216431117","197884860","218424066","194750489","218608621","197859096","223887483","248080566","247094193","234602514","288633379","231241286","244350951","232709718","252995929","259249107","294981354","296979709","336017503","327607667","304846900","305980139","369718172","506332547","571712823","527225233","496035703","494807355","559049493","631078765","710800720","571267389","704622405","702933870","573100209","595931108","739130146","714521320","655354855","620022609","413164266","370562538","592383221","670060391","472438215","438676436","498306722","482809111","401511428","512703412","446251727","383428749","565558830","496412423","489483650","532604631","477943516","480546112","492063828","503100283","581809584","505395551","500733046","679302439","488969557","459703191","441894394","491393546","587405784","595764768","494346575","566156787","657444772","634112959","621119589","639834302","522251145","629182451","746116388","742018227","803340002","786481424","738164966","618529649","673134026",
