Date,Institution,Individual,Foreign,Total
2004-05-10,-75911.0,107806.0,-31895.0,0.0
2004-05-11,-2719.0,57160.0,-54440.0,0.0
2004-05-12,-280078.0,45038.0,235041.0,0.0
2004-05-13,-474998.0,358391.0,116608.0,0.0
2004-05-14,-436578.0,439072.0,-2494.0,0.0
2004-05-17,110937.0,-68440.0,-42498.0,0.0
2004-05-18,-30017.0,-9441.0,39458.0,0.0
2004-05-19,-61270.0,-111211.0,172481.0,0.0
2004-05-20,-261929.0,-100513.0,362443.0,0.0
2004-05-21,157965.0,-99545.0,-58420.0,0.0
2004-05-24,-215814.0,-11774.0,227588.0,0.0
2004-05-25,-170428.0,24263.0,146165.0,0.0
2004-05-27,38155.0,-235939.0,197783.0,0.0
2004-05-28,-51229.0,-197505.0,248734.0,0.0
2004-05-31,-124402.0,101031.0,23371.0,0.0
2004-06-01,43930.0,-151540.0,107610.0,0.0
2004-06-02,-60282.0,151302.0,-91020.0,0.0
2004-06-03,-182916.0,303982.0,-121066.0,0.0
2004-06-04,-6504.0,109665.0,-103162.0,0.0
2004-06-07,286662.0,-337277.0,50615.0,0.0
2004-06-08,40128.0,-221713.0,181585.0,0.0
2004-06-09,-59415.0,81128.0,-21713.0,0.0
2004-06-10,43469.0,507887.0,-551356.0,0.0
2004-06-11,-446952.0,550154.0,-103203.0,0.0
2004-06-14,10395.0,-143059.0,132664.0,0.0
2004-06-15,64165.0,-79935.0,15770.0,0.0
2004-06-16,-25562.0,-98140.0,123701.0,0.0
2004-06-17,-28994.0,-73702.0,102696.0,0.0
2004-06-18,-192657.0,186224.0,6432.0,0.0
2004-06-21,61230.0,-118815.0,57585.0,0.0
2004-06-22,45297.0,40490.0,-85787.0,0.0
2004-06-23,-24319.0,-63351.0,87670.0,0.0
2004-06-24,263214.0,-340547.0,77333.0,0.0
2004-06-25,21866.0,-274514.0,252648.0,0.0
2004-06-28,-67624.0,92371.0,-24747.0,0.0
2004-06-29,221419.0,-88380.0,-133039.0,0.0
2004-06-30,60463.0,-111290.0,50826.0,0.0
2004-07-01,-13746.0,-12561.0,26307.0,0.0
2004-07-02,-126634.0,203506.0,-76872.0,0.0
2004-07-05,-93884.0,105662.0,-11779.0,0.0
2004-07-06,66176.0,-82757.0,16580.0,0.0
2004-07-07,26220.0,42481.0,-68701.0,0.0
2004-07-08,-228798.0,274060.0,-45263.0,0.0
2004-07-09,128515.0,-17458.0,-111057.0,0.0
2004-07-12,-61235.0,-88501.0,149736.0,0.0
2004-07-13,-58694.0,-10849.0,69542.0,0.0
2004-07-14,-155667.0,128467.0,27201.0,0.0
2004-07-15,21872.0,88660.0,-110531.0,0.0
2004-07-16,-11062.0,-88732.0,99794.0,0.0
2004-07-19,99720.0,-166722.0,67002.0,0.0
2004-07-20,-187537.0,49086.0,138451.0,0.0
2004-07-21,214818.0,-346199.0,131380.0,0.0
2004-07-22,-172685.0,93259.0,79426.0,0.0
2004-07-23,-96804.0,13613.0,83191.0,0.0
2004-07-26,33748.0,-47715.0,13967.0,0.0
2004-07-27,81533.0,-35036.0,-46497.0,0.0
2004-07-28,44939.0,-176114.0,131175.0,0.0
2004-07-29,-11523.0,11178.0,345.0,0.0
2004-07-30,44017.0,-155291.0,111274.0,0.0
2004-08-02,-169804.0,46639.0,123166.0,0.0
2004-08-03,-9716.0,-119349.0,129065.0,0.0
2004-08-04,-6224.0,-13188.0,19412.0,0.0
2004-08-05,58982.0,-178421.0,119439.0,0.0
2004-08-06,-53864.0,-67280.0,121144.0,0.0
2004-08-09,148238.0,-90022.0,-58216.0,0.0
2004-08-10,-34532.0,-103505.0,138037.0,0.0
2004-08-11,-72713.0,-198733.0,271446.0,0.0
2004-08-12,265349.0,-257538.0,-7811.0,0.0
2004-08-13,-46671.0,-149583.0,196254.0,0.0
2004-08-16,-49999.0,23273.0,26726.0,0.0
2004-08-17,-24009.0,96073.0,-72063.0,0.0
2004-08-18,106454.0,-45476.0,-60977.0,0.0
2004-08-19,205014.0,-296957.0,91943.0,0.0
2004-08-20,111409.0,-42304.0,-69104.0,0.0
2004-08-23,9343.0,3136.0,-12478.0,0.0
2004-08-24,15854.0,-53524.0,37670.0,0.0
2004-08-25,62364.0,-128410.0,66045.0,0.0
2004-08-26,-71534.0,-139704.0,211238.0,0.0
2004-08-27,46880.0,-42685.0,-4195.0,0.0
2004-08-30,-37276.0,-18688.0,55963.0,0.0
2004-08-31,26865.0,62818.0,-89684.0,0.0
2004-09-01,115729.0,-77838.0,-37891.0,0.0
2004-09-02,-57111.0,-105018.0,162129.0,0.0
2004-09-03,-73286.0,57014.0,16272.0,0.0
2004-09-06,161322.0,-8784.0,-152539.0,0.0
2004-09-07,-9514.0,3930.0,5584.0,0.0
2004-09-08,-43837.0,-68626.0,112463.0,0.0
2004-09-09,-666522.0,41077.0,625445.0,0.0
2004-09-10,66218.0,-171779.0,105561.0,0.0
2004-09-13,134312.0,-327903.0,193590.0,0.0
2004-09-14,-48092.0,-102829.0,150921.0,0.0
2004-09-15,18760.0,-4541.0,-14219.0,0.0
2004-09-16,336389.0,-180792.0,-155597.0,0.0
2004-09-17,28358.0,13051.0,-41409.0,0.0
2004-09-20,103563.0,-62111.0,-41453.0,0.0
2004-09-21,36715.0,-199098.0,162383.0,0.0
2004-09-22,-136902.0,146608.0,-9706.0,0.0
2004-09-23,28268.0,70588.0,-98856.0,0.0
2004-09-24,62134.0,20119.0,-82253.0,0.0
2004-09-30,146786.0,-28499.0,-118288.0,0.0
2004-10-01,191846.0,-81515.0,-110331.0,0.0
2004-10-04,345847.0,-535689.0,189843.0,0.0
2004-10-05,70590.0,-237190.0,166600.0,0.0
2004-10-06,95701.0,-141434.0,45733.0,0.0
2004-10-07,26332.0,-37527.0,11195.0,0.0
2004-10-08,89575.0,6066.0,-95640.0,0.0
2004-10-11,63859.0,169416.0,-233275.0,0.0
2004-10-12,-124418.0,302298.0,-177880.0,0.0
2004-10-13,51559.0,183502.0,-235061.0,0.0
2004-10-14,33720.0,170164.0,-203884.0,0.0
2004-10-15,185405.0,200984.0,-386389.0,0.0
2004-10-18,24714.0,65898.0,-90612.0,0.0
2004-10-19,176085.0,-87189.0,-88895.0,0.0
2004-10-20,-531.0,81911.0,-81380.0,0.0
2004-10-21,-106462.0,142918.0,-36456.0,0.0
2004-10-22,92393.0,-32939.0,-59454.0,0.0
2004-10-25,-69198.0,155683.0,-86485.0,0.0
2004-10-26,24414.0,75505.0,-99919.0,0.0
2004-10-27,-39743.0,33172.0,6572.0,0.0
2004-10-28,175875.0,-176307.0,431.0,0.0
2004-10-29,117336.0,-106601.0,-10735.0,0.0
2004-11-01,26534.0,-59063.0,32529.0,0.0
2004-11-02,204607.0,-186656.0,-17951.0,0.0
2004-11-03,72369.0,-127059.0,54690.0,0.0
2004-11-04,44368.0,-68359.0,23991.0,0.0
2004-11-05,200253.0,-191816.0,-8437.0,0.0
2004-11-08,-129702.0,113127.0,16576.0,0.0
2004-11-09,56911.0,35618.0,-92529.0,0.0
2004-11-10,257083.0,-131472.0,-125611.0,0.0
2004-11-11,57949.0,-135680.0,77731.0,0.0
2004-11-12,320702.0,-361875.0,41173.0,0.0
2004-11-15,-12341.0,-155404.0,167745.0,0.0
2004-11-16,-19315.0,5287.0,14028.0,0.0
2004-11-17,110608.0,-20687.0,-89921.0,0.0
2004-11-18,-45194.0,33102.0,12092.0,0.0
2004-11-19,-137968.0,126433.0,11535.0,0.0
2004-11-22,-145039.0,252807.0,-107767.0,0.0
2004-11-23,112457.0,51015.0,-163472.0,0.0
2004-11-24,222347.0,-171728.0,-50619.0,0.0
2004-11-25,78095.0,-48669.0,-29426.0,0.0
2004-11-26,-21825.0,62237.0,-40411.0,0.0
2004-11-29,-29052.0,123092.0,-94040.0,0.0
2004-11-30,42427.0,-37908.0,-4519.0,0.0
2004-12-01,87187.0,57272.0,-144459.0,0.0
2004-12-02,266760.0,-261125.0,-5635.0,0.0
2004-12-03,80441.0,57905.0,-138346.0,0.0
2004-12-06,-107963.0,116218.0,-8255.0,0.0
2004-12-07,-57943.0,63337.0,-5393.0,0.0
2004-12-08,190928.0,-13154.0,-177773.0,0.0
2004-12-09,196952.0,247853.0,-444804.0,0.0
2004-12-10,46093.0,181984.0,-228077.0,0.0
2004-12-13,227208.0,35045.0,-262253.0,0.0
2004-12-14,88345.0,-33622.0,-54723.0,0.0
2004-12-15,110078.0,-178834.0,68756.0,0.0
2004-12-16,14143.0,-221642.0,207499.0,0.0
2004-12-17,-10876.0,-56788.0,67663.0,0.0
2004-12-20,85895.0,-79485.0,-6410.0,0.0
2004-12-21,30218.0,-41224.0,11006.0,0.0
2004-12-22,69721.0,-92896.0,23174.0,0.0
2004-12-23,-26782.0,27676.0,-894.0,0.0
2004-12-24,80349.0,-70464.0,-9885.0,0.0
2004-12-27,-105260.0,161865.0,-56605.0,0.0
2004-12-28,71727.0,-77703.0,5977.0,0.0
2004-12-29,123455.0,-156253.0,32798.0,0.0
2004-12-30,161291.0,-253307.0,92017.0,0.0
2005-01-03,-54858.0,-47603.0,102461.0,0.0
2005-01-04,-32545.0,-7223.0,39767.0,0.0
2005-01-05,-26359.0,1768.0,24591.0,0.0
2005-01-06,-87122.0,87732.0,-610.0,0.0
2005-01-07,-133368.0,115534.0,17834.0,0.0
2005-01-10,-58573.0,14599.0,43974.0,0.0
2005-01-11,69048.0,-65475.0,-3573.0,0.0
2005-01-12,-97422.0,1032.0,96390.0,0.0
2005-01-13,80926.0,-53651.0,-27275.0,0.0
2005-01-14,203588.0,-392798.0,189211.0,0.0
2005-01-17,-67725.0,-259543.0,327268.0,0.0
2005-01-18,-60143.0,-44597.0,104741.0,0.0
2005-01-19,-7347.0,33213.0,-25866.0,0.0
2005-01-20,-41254.0,61116.0,-19862.0,0.0
2005-01-21,166773.0,-14999.0,-151774.0,0.0
2005-01-24,-84538.0,-39267.0,123805.0,0.0
2005-01-25,-47566.0,6736.0,40830.0,0.0
2005-01-26,118528.0,-187813.0,69285.0,0.0
2005-01-27,16729.0,-42578.0,25849.0,0.0
2005-01-28,74671.0,-130.0,-74541.0,0.0
2005-01-31,168440.0,-121441.0,-46999.0,0.0
2005-02-01,-176824.0,81295.0,95528.0,0.0
2005-02-02,-3713.0,37319.0,-33607.0,0.0
2005-02-03,83808.0,-123968.0,40160.0,0.0
2005-02-04,98245.0,-95012.0,-3233.0,0.0
2005-02-07,9773.0,-189062.0,179289.0,0.0
2005-02-11,-166326.0,65915.0,100411.0,0.0
2005-02-14,127460.0,-218768.0,91308.0,0.0
2005-02-15,-117145.0,11840.0,105305.0,0.0
2005-02-16,-107048.0,-12490.0,119537.0,0.0
2005-02-17,11068.0,-58455.0,47387.0,0.0
2005-02-18,41681.0,-101667.0,59986.0,0.0
2005-02-21,-528522.0,343685.0,184837.0,0.0
2005-02-22,-149561.0,17744.0,131817.0,0.0
2005-02-23,141960.0,-61810.0,-80150.0,0.0
2005-02-24,114716.0,-104945.0,-9771.0,0.0
2005-02-25,-13791.0,-132097.0,145888.0,0.0
2005-02-28,-251992.0,-36390.0,288382.0,0.0
2005-03-02,-280002.0,241451.0,38551.0,0.0
2005-03-03,70446.0,76267.0,-146713.0,0.0
2005-03-04,71373.0,-28550.0,-42822.0,0.0
2005-03-07,-74150.0,84370.0,-10220.0,0.0
2005-03-08,51171.0,44491.0,-95662.0,0.0
2005-03-09,313464.0,-175965.0,-137499.0,0.0
2005-03-10,-68552.0,233192.0,-164640.0,0.0
2005-03-11,388432.0,-197921.0,-190511.0,0.0
2005-03-14,-89001.0,118102.0,-29101.0,0.0
2005-03-15,-247267.0,250247.0,-2980.0,0.0
2005-03-16,274772.0,-72278.0,-202493.0,0.0
2005-03-17,152281.0,-12108.0,-140173.0,0.0
2005-03-18,275504.0,-191370.0,-84134.0,0.0
2005-03-21,129976.0,-92634.0,-37342.0,0.0
2005-03-22,126318.0,-11539.0,-114779.0,0.0
2005-03-23,8434.0,91181.0,-99615.0,0.0
2005-03-24,176051.0,54509.0,-230561.0,0.0
2005-03-25,119451.0,-56665.0,-62785.0,0.0
2005-03-28,209626.0,-95060.0,-114567.0,0.0
2005-03-29,-117693.0,138679.0,-20986.0,0.0
2005-03-30,151337.0,56239.0,-207576.0,0.0
2005-03-31,45788.0,-67256.0,21468.0,0.0
2005-04-01,150926.0,-161115.0,10189.0,0.0
2005-04-04,-12119.0,4778.0,7341.0,0.0
2005-04-06,94263.0,-61225.0,-33037.0,0.0
2005-04-07,96038.0,-97549.0,1511.0,0.0
2005-04-08,122204.0,-15331.0,-106873.0,0.0
2005-04-11,-50932.0,74215.0,-23283.0,0.0
2005-04-12,-78944.0,59983.0,18961.0,0.0
2005-04-13,29782.0,10818.0,-40600.0,0.0
2005-04-14,-527489.0,439149.0,88340.0,0.0
2005-04-15,-181496.0,166902.0,14594.0,0.0
2005-04-18,83840.0,-44925.0,-38916.0,0.0
2005-04-19,-18908.0,62878.0,-43969.0,0.0
2005-04-20,-125263.0,49868.0,75396.0,0.0
2005-04-21,150127.0,-52766.0,-97361.0,0.0
2005-04-22,56637.0,-127080.0,70444.0,0.0
2005-04-25,109655.0,-62231.0,-47425.0,0.0
2005-04-26,44556.0,-98857.0,54301.0,0.0
2005-04-27,-103271.0,133826.0,-30555.0,0.0
2005-04-28,89255.0,36159.0,-125414.0,0.0
2005-04-29,167406.0,-80951.0,-86455.0,0.0
2005-05-02,43188.0,-51501.0,8313.0,0.0
2005-05-03,-21741.0,20579.0,1163.0,0.0
2005-05-04,148776.0,-57503.0,-91273.0,0.0
2005-05-06,34463.0,-168303.0,133840.0,0.0
2005-05-09,-84598.0,-21168.0,105765.0,0.0
2005-05-10,89620.0,-83344.0,-6276.0,0.0
2005-05-11,-20497.0,-21880.0,42377.0,0.0
2005-05-12,82701.0,-12570.0,-70132.0,0.0
2005-05-13,3298.0,-8752.0,5454.0,0.0
2005-05-16,95899.0,-75931.0,-19968.0,0.0
2005-05-17,39571.0,-51027.0,11456.0,0.0
2005-05-18,136312.0,-109207.0,-27105.0,0.0
2005-05-19,365230.0,-352880.0,-12350.0,0.0
2005-05-20,21823.0,-144814.0,122991.0,0.0
2005-05-23,80720.0,-28477.0,-52244.0,0.0
2005-05-24,105515.0,-56264.0,-49251.0,0.0
2005-05-25,-1104.0,-102458.0,103561.0,0.0
2005-05-26,151374.0,-4368.0,-147006.0,0.0
2005-05-27,305451.0,-296857.0,-8593.0,0.0
2005-05-30,49981.0,-98515.0,48535.0,0.0
2005-05-31,103277.0,-111142.0,7866.0,0.0
2005-06-01,49701.0,-75349.0,25648.0,0.0
2005-06-02,-28467.0,-134830.0,163296.0,0.0
2005-06-03,28201.0,-131749.0,103549.0,0.0
2005-06-07,-60992.0,-10901.0,71893.0,0.0
2005-06-08,240407.0,-165252.0,-75155.0,0.0
2005-06-09,88727.0,-74866.0,-13861.0,0.0
2005-06-10,80185.0,-52642.0,-27543.0,0.0
2005-06-13,-14660.0,-16943.0,31602.0,0.0
2005-06-14,75345.0,-41501.0,-33844.0,0.0
2005-06-15,256254.0,-171603.0,-84652.0,0.0
2005-06-16,126460.0,-89289.0,-37171.0,0.0
2005-06-17,59718.0,-60969.0,1251.0,0.0
2005-06-20,-26118.0,13090.0,13028.0,0.0
2005-06-21,162296.0,-5683.0,-156613.0,0.0
2005-06-22,190827.0,-64836.0,-125991.0,0.0
2005-06-23,12669.0,-103581.0,90912.0,0.0
2005-06-24,-33213.0,30230.0,2984.0,0.0
2005-06-27,-147832.0,100869.0,46963.0,0.0
2005-06-28,22642.0,-83403.0,60761.0,0.0
2005-06-29,192335.0,-136732.0,-55603.0,0.0
2005-06-30,143141.0,-187333.0,44192.0,0.0
2005-07-01,-9218.0,-105058.0,114276.0,0.0
2005-07-04,-75497.0,-32541.0,108038.0,0.0
2005-07-05,-49950.0,-50405.0,100355.0,0.0
2005-07-06,-47817.0,-28064.0,75881.0,0.0
2005-07-07,74734.0,-155665.0,80931.0,0.0
2005-07-08,-70515.0,-94010.0,164524.0,0.0
2005-07-11,67957.0,-184477.0,116521.0,0.0
2005-07-12,-175519.0,-128904.0,304422.0,0.0
2005-07-13,64276.0,-137055.0,72779.0,0.0
2005-07-14,49194.0,-216435.0,167242.0,0.0
2005-07-15,-59798.0,-78595.0,138393.0,0.0
2005-07-18,60020.0,44044.0,-104064.0,0.0
2005-07-19,47323.0,-13340.0,-33982.0,0.0
2005-07-20,5645.0,-168942.0,163297.0,0.0
2005-07-21,-123180.0,78634.0,44546.0,0.0
2005-07-22,264246.0,-180952.0,-83294.0,0.0
2005-07-25,269210.0,-219020.0,-50191.0,0.0
2005-07-26,17385.0,-85639.0,68254.0,0.0
2005-07-27,42252.0,-32087.0,-10165.0,0.0
2005-07-28,-52441.0,-61148.0,113589.0,0.0
2005-07-29,2074.0,-70514.0,68440.0,0.0
2005-08-01,-73858.0,-5788.0,79646.0,0.0
2005-08-02,-18148.0,-74640.0,92788.0,0.0
2005-08-03,2037.0,-22123.0,20086.0,0.0
2005-08-04,165647.0,-121389.0,-44257.0,0.0
2005-08-05,227636.0,-177283.0,-50353.0,0.0
2005-08-08,158107.0,-70391.0,-87716.0,0.0
2005-08-09,106986.0,-6379.0,-100606.0,0.0
2005-08-10,-69876.0,1593.0,68283.0,0.0
2005-08-11,62210.0,-84061.0,21851.0,0.0
2005-08-12,-35222.0,22904.0,12318.0,0.0
2005-08-16,25813.0,25958.0,-51771.0,0.0
2005-08-17,178968.0,19680.0,-198647.0,0.0
2005-08-18,-18631.0,82521.0,-63891.0,0.0
2005-08-19,32588.0,2647.0,-35235.0,0.0
2005-08-22,312650.0,-167299.0,-145351.0,0.0
2005-08-23,317289.0,36065.0,-353355.0,0.0
2005-08-24,-280074.0,285267.0,-5193.0,0.0
2005-08-25,190306.0,63262.0,-253567.0,0.0
2005-08-26,72107.0,-44618.0,-27489.0,0.0
2005-08-29,-74499.0,-11563.0,86062.0,0.0
2005-08-30,-2647.0,41898.0,-39251.0,0.0
2005-08-31,114445.0,-93033.0,-21412.0,0.0
2005-09-01,136828.0,-217324.0,80497.0,0.0
2005-09-02,145851.0,-276538.0,130687.0,0.0
2005-09-05,-20456.0,-14390.0,34846.0,0.0
2005-09-06,361056.0,-273776.0,-87280.0,0.0
2005-09-07,165060.0,-212064.0,47004.0,0.0
2005-09-08,63976.0,-65453.0,1477.0,0.0
2005-09-09,108858.0,16035.0,-124893.0,0.0
2005-09-12,-146583.0,-3858.0,150441.0,0.0
2005-09-13,-129245.0,53621.0,75625.0,0.0
2005-09-14,162530.0,-5344.0,-157187.0,0.0
2005-09-15,-97780.0,145194.0,-47415.0,0.0
2005-09-16,9759.0,116055.0,-125813.0,0.0
2005-09-20,-45966.0,113231.0,-67266.0,0.0
2005-09-21,-16584.0,-67815.0,84399.0,0.0
2005-09-22,63102.0,58164.0,-121266.0,0.0
2005-09-23,32116.0,184967.0,-217083.0,0.0
2005-09-26,465243.0,-183707.0,-281537.0,0.0
2005-09-27,94787.0,-31796.0,-62991.0,0.0
2005-09-28,120310.0,-73841.0,-46469.0,0.0
2005-09-29,151578.0,-99465.0,-52113.0,0.0
2005-09-30,103918.0,-70006.0,-33912.0,0.0
2005-10-04,312468.0,-93152.0,-219316.0,0.0
2005-10-05,-210187.0,209718.0,469.0,0.0
2005-10-06,-205638.0,412873.0,-207235.0,0.0
2005-10-07,394925.0,22020.0,-416945.0,0.0
2005-10-10,432330.0,-314490.0,-117839.0,0.0
2005-10-11,235628.0,-172433.0,-63195.0,0.0
2005-10-12,-182903.0,229500.0,-46597.0,0.0
2005-10-13,-621475.0,709292.0,-87817.0,0.0
2005-10-14,23379.0,201735.0,-225115.0,0.0
2005-10-17,150224.0,-52443.0,-97781.0,0.0
2005-10-18,368826.0,-170627.0,-198199.0,0.0
2005-10-19,153622.0,123809.0,-277432.0,0.0
2005-10-20,296960.0,-150730.0,-146230.0,0.0
2005-10-21,566638.0,-328589.0,-238049.0,0.0
2005-10-24,-38504.0,59525.0,-21022.0,0.0
2005-10-25,23808.0,65643.0,-89451.0,0.0
2005-10-26,-180993.0,245219.0,-64226.0,0.0
2005-10-27,-193653.0,185404.0,8249.0,0.0
2005-10-28,-260123.0,315446.0,-55323.0,0.0
2005-10-31,146692.0,-56095.0,-90596.0,0.0
2005-11-01,-55776.0,-184913.0,240689.0,0.0
2005-11-02,266203.0,-307300.0,41098.0,0.0
2005-11-03,138141.0,-259347.0,121206.0,0.0
2005-11-04,167257.0,-249068.0,81811.0,0.0
2005-11-07,-2075.0,-7031.0,9105.0,0.0
2005-11-08,166300.0,-114959.0,-51341.0,0.0
2005-11-09,243123.0,-202411.0,-40712.0,0.0
2005-11-10,142733.0,-48898.0,-93836.0,0.0
2005-11-11,356610.0,-389788.0,33178.0,0.0
2005-11-14,-102424.0,-76421.0,178845.0,0.0
2005-11-15,-16526.0,93336.0,-76810.0,0.0
2005-11-16,135955.0,-73524.0,-62431.0,0.0
2005-11-17,-8756.0,-6781.0,15537.0,0.0
2005-11-18,-99795.0,-26036.0,125831.0,0.0
2005-11-21,-77621.0,63034.0,14587.0,0.0
2005-11-22,-101561.0,296467.0,-194906.0,0.0
2005-11-23,229356.0,-183514.0,-45842.0,0.0
2005-11-24,-17678.0,-35906.0,53585.0,0.0
2005-11-25,122662.0,5885.0,-128546.0,0.0
2005-11-28,49105.0,-12510.0,-36594.0,0.0
2005-11-29,-25003.0,111533.0,-86531.0,0.0
2005-11-30,324648.0,-222843.0,-101806.0,0.0
2005-12-01,83265.0,-43722.0,-39544.0,0.0
2005-12-02,-169724.0,-191737.0,361461.0,0.0
2005-12-05,-16142.0,-82962.0,99104.0,0.0
2005-12-06,52706.0,-93028.0,40322.0,0.0
2005-12-07,-62431.0,107339.0,-44908.0,0.0
2005-12-08,109872.0,134453.0,-244325.0,0.0
2005-12-09,242657.0,9838.0,-252495.0,0.0
2005-12-12,499446.0,-209734.0,-289712.0,0.0
2005-12-13,117448.0,6024.0,-123471.0,0.0
2005-12-14,-245121.0,120722.0,124398.0,0.0
2005-12-15,181831.0,58843.0,-240674.0,0.0
2005-12-16,7020.0,157965.0,-164985.0,0.0
2005-12-19,401541.0,-113941.0,-287599.0,0.0
2005-12-20,101227.0,13923.0,-115150.0,0.0
2005-12-21,31868.0,-1274.0,-30594.0,0.0
2005-12-22,-71740.0,90053.0,-18313.0,0.0
2005-12-23,61386.0,32834.0,-94221.0,0.0
2005-12-26,126750.0,-41392.0,-85359.0,0.0
2005-12-27,158130.0,-160885.0,2756.0,0.0
2005-12-28,53475.0,71448.0,-124923.0,0.0
2005-12-29,116137.0,-155485.0,39347.0,0.0
2006-01-02,-229779.0,212753.0,17027.0,0.0
2006-01-03,-74123.0,116622.0,-42499.0,0.0
2006-01-04,45607.0,-232912.0,187304.0,0.0
2006-01-05,129217.0,-217375.0,88158.0,0.0
2006-01-06,157966.0,-169408.0,11442.0,0.0
2006-01-09,89188.0,64449.0,-153637.0,0.0
2006-01-10,-119220.0,55792.0,63428.0,0.0
2006-01-11,251014.0,-35602.0,-215412.0,0.0
2006-01-12,-95415.0,-68263.0,163678.0,0.0
2006-01-13,121037.0,-79575.0,-41462.0,0.0
2006-01-16,171610.0,-86409.0,-85201.0,0.0
2006-01-17,-205830.0,109472.0,96357.0,0.0
2006-01-18,182055.0,127578.0,-309633.0,0.0
2006-01-19,13406.0,-96888.0,83481.0,0.0
2006-01-20,-267203.0,-195164.0,462367.0,0.0
2006-01-23,426414.0,-524119.0,97705.0,0.0
2006-01-24,-256876.0,-64739.0,321615.0,0.0
2006-01-25,-720589.0,71207.0,649382.0,0.0
2006-01-26,-238206.0,19012.0,219193.0,0.0
2006-01-27,86074.0,-227597.0,141522.0,0.0
2006-01-31,-99610.0,-165882.0,265491.0,0.0
2006-02-01,34549.0,-172855.0,138305.0,0.0
2006-02-02,35611.0,143422.0,-179033.0,0.0
2006-02-03,-285109.0,227763.0,57347.0,0.0
2006-02-06,-8788.0,86464.0,-77676.0,0.0
2006-02-07,46966.0,-19785.0,-27181.0,0.0
2006-02-08,39008.0,110349.0,-149356.0,0.0
2006-02-09,-185416.0,137930.0,47486.0,0.0
2006-02-10,65559.0,-60682.0,-4877.0,0.0
2006-02-13,-261238.0,195172.0,66066.0,0.0
2006-02-14,430365.0,-48883.0,-381483.0,0.0
2006-02-15,-142793.0,277075.0,-134282.0,0.0
2006-02-16,271663.0,-249734.0,-21929.0,0.0
2006-02-17,122374.0,-304386.0,182012.0,0.0
2006-02-20,330529.0,-219429.0,-111100.0,0.0
2006-02-21,130881.0,19924.0,-150805.0,0.0
2006-02-22,-273864.0,186701.0,87163.0,0.0
2006-02-23,339635.0,-351159.0,11525.0,0.0
2006-02-24,145955.0,-152396.0,6441.0,0.0
2006-02-27,-41542.0,-39393.0,80935.0,0.0
2006-02-28,33574.0,-34539.0,965.0,0.0
2006-03-02,17769.0,5251.0,-23020.0,0.0
2006-03-03,-255143.0,398734.0,-143591.0,0.0
2006-03-06,225720.0,-2402.0,-223318.0,0.0
2006-03-07,-16577.0,146014.0,-129436.0,0.0
2006-03-08,368909.0,112654.0,-481563.0,0.0
2006-03-09,134867.0,174174.0,-309041.0,0.0
2006-03-10,-89788.0,59738.0,30050.0,0.0
2006-03-13,64388.0,-108642.0,44254.0,0.0
2006-03-14,-308159.0,105838.0,202321.0,0.0
2006-03-15,231503.0,-153783.0,-77720.0,0.0
2006-03-16,105407.0,-232248.0,126841.0,0.0
2006-03-17,89874.0,-89200.0,-674.0,0.0
2006-03-20,192548.0,-125418.0,-67130.0,0.0
2006-03-21,-140003.0,53790.0,86214.0,0.0
2006-03-22,-380275.0,328605.0,51670.0,0.0
2006-03-23,-205425.0,91450.0,113974.0,0.0
2006-03-24,104989.0,-146097.0,41108.0,0.0
2006-03-27,72245.0,-197012.0,124766.0,0.0
2006-03-28,39032.0,-155575.0,116543.0,0.0
2006-03-29,264682.0,-181033.0,-83649.0,0.0
2006-03-30,192650.0,-154098.0,-38552.0,0.0
2006-03-31,189482.0,-302666.0,113184.0,0.0
2006-04-03,99690.0,-341172.0,241482.0,0.0
2006-04-04,-270673.0,-227735.0,498408.0,0.0
2006-04-05,-158585.0,-167022.0,325607.0,0.0
2006-04-06,144400.0,-269856.0,125456.0,0.0
2006-04-07,-2490.0,-53636.0,56126.0,0.0
2006-04-10,199856.0,-72186.0,-127670.0,0.0
2006-04-11,-972780.0,88923.0,883856.0,0.0
2006-04-12,88278.0,92238.0,-180516.0,0.0
2006-04-13,126688.0,64530.0,-191218.0,0.0
2006-04-14,314665.0,-383930.0,69265.0,0.0
2006-04-17,-198165.0,142247.0,55918.0,0.0
2006-04-18,245454.0,-136160.0,-109294.0,0.0
2006-04-19,-78398.0,-229370.0,307768.0,0.0
2006-04-20,-30627.0,53950.0,-23324.0,0.0
2006-04-21,37445.0,-153488.0,116043.0,0.0
2006-04-24,-273908.0,260823.0,13085.0,0.0
2006-04-25,440257.0,48938.0,-489195.0,0.0
2006-04-26,382966.0,-123937.0,-259029.0,0.0
2006-04-27,599663.0,89633.0,-689296.0,0.0
2006-04-28,-124148.0,282958.0,-158810.0,0.0
2006-05-02,104747.0,66290.0,-171037.0,0.0
2006-05-03,121022.0,-4041.0,-116981.0,0.0
2006-05-04,42277.0,71044.0,-113321.0,0.0
2006-05-08,51137.0,-25443.0,-25695.0,0.0
2006-05-09,-32754.0,-73165.0,105919.0,0.0
2006-05-10,48782.0,-23100.0,-25682.0,0.0
2006-05-11,249514.0,57168.0,-306681.0,0.0
2006-05-12,-248925.0,342929.0,-94004.0,0.0
2006-05-15,47205.0,265635.0,-312840.0,0.0
2006-05-16,150901.0,205695.0,-356596.0,0.0
2006-05-17,211131.0,-103651.0,-107480.0,0.0
