"측정일시","권역코드","권역명","측정소코드","측정소명","미세먼지 1시간(㎍/㎥)","미세먼지 24시간(㎍/㎥)","초미세먼지(㎍/㎥)","오존(ppm)","이산화질소농도(ppm)","일산화탄소농도(ppm)","아황산가스농도(ppm)"
"201901312300","100","도심권","111123","종로구","51","61","12","0.023","0.013","0.4","0.003"
"201901312300","100","도심권","111131","용산구","44","55","9","0.016","0.021","0.4","0.003"
"201901312300","100","도심권","111121","중구","56","64","13","0.026","0.014","0.4","0.003"
"201901312300","101","서북권","111181","은평구","62","77","13","0.023","0.015","0.6","0.005"
"201901312300","101","서북권","111191","서대문구","61","75","12","0.023","0.01","0.5","0.003"
"201901312300","101","서북권","111201","마포구","52","76","12","0.018","0.015","0.3","0.002"
"201901312300","102","동북권","111141","광진구","56","73","10","0.02","0.016","0.8","0.003"
"201901312300","102","동북권","111311","노원구","55","63","14","0.02","0.014","0.4","0.005"
"201901312300","102","동북권","111151","중랑구","53","59","14","0.017","0.021","0.4","0.007"
"201901312300","102","동북권","111171","도봉구","47","69","13","0.027","0.009","1","0.004"
"201901312300","102","동북권","111161","성북구","81","70","15","0.021","0.019","0.6","0.004"
"201901312300","102","동북권","111142","성동구","66","81","20","0.024","0.015","0.4","0.003"
"201901312300","102","동북권","111291","강북구","62","67","12","0.03","0.005","0.4","0.002"
"201901312300","102","동북권","111152","동대문구","57","67","13","0.023","0.015","0.4","0.007"
"201901312300","103","서남권","111241","동작구","55","65","16","0.019","0.024","0.4","0.003"
"201901312300","103","서남권","111231","영등포구","56","75","15","0.015","0.019","0.4","0.005"
"201901312300","103","서남권","111212","강서구","57","66","15","0.017","0.024","0.4","0.006"
"201901312300","103","서남권","111251","관악구","53","73","13","0.019","0.023","0.3","0.004"
"201901312300","103","서남권","111301","양천구","53","67","16","0.015","0.028","0.5","0.004"
"201901312300","103","서남권","111221","구로구","47","70","5","0.019","0.019","0.2","0.006"
"201901312300","103","서남권","111281","금천구","48","62","14","0.022","0.022","0.4","0.004"
"201901312300","104","동남권","111261","강남구","49","61","13","0.017","0.018","0.4","0.005"
"201901312300","104","동남권","111262","서초구","47","71","1","0.023","0.02","0.2","0.004"
"201901312300","104","동남권","111274","강동구","55","64","15","0.016","0.023","0.4","0.003"
"201901312300","104","동남권","111273","송파구","63","73","9","0.014","0.026","0.4","0.003"
"201901312200","100","도심권","111131","용산구","47","57","10","0.017","0.02","0.4","0.003"
"201901312200","100","도심권","111121","중구","58","66","14","0.019","0.023","0.4","0.003"
"201901312200","100","도심권","111123","종로구","59","64","14","0.021","0.016","0.5","0.004"
"201901312200","101","서북권","111191","서대문구","65","78","18","0.02","0.014","0.6","0.003"
"201901312200","101","서북권","111201","마포구","70","81","13","0.019","0.014","0.4","0.002"
"201901312200","101","서북권","111181","은평구","68","82","15","0.022","0.017","0.6","0.006"
"201901312200","102","동북권","111161","성북구","78","69","12","0.021","0.02","0.6","0.004"
"201901312200","102","동북권","111291","강북구","73","67","14","0.031","0.005","0.4","0.003"
"201901312200","102","동북권","111171","도봉구","69","72","11","0.028","0.008","0.8","0.004"
"201901312200","102","동북권","111141","광진구","70","75","11","0.019","0.02","0.9","0.003"
"201901312200","102","동북권","111311","노원구","68","64","16","0.02","0.014","0.4","0.006"
"201901312200","102","동북권","111142","성동구","85","87","18","0.021","0.02","0.4","0.003"
"201901312200","102","동북권","111151","중랑구","59","60","17","0.018","0.021","0.4","0.007"
"201901312200","102","동북권","111152","동대문구","64","67","14","0.023","0.014","0.5","0.008"
"201901312200","103","서남권","111212","강서구","63","67","15","0.013","0.03","0.4","0.007"
"201901312200","103","서남권","111241","동작구","60","67","15","0.017","0.026","0.4","0.004"
"201901312200","103","서남권","111231","영등포구","67","78","17","0.011","0.023","0.4","0.005"
"201901312200","103","서남권","111221","구로구","64","75","7","0.019","0.018","0.3","0.006"
"201901312200","103","서남권","111281","금천구","56","63","16","0.019","0.023","0.4","0.004"
"201901312200","103","서남권","111301","양천구","61","69","16","0.014","0.029","0.5","0.003"
"201901312200","103","서남권","111251","관악구","81","78","0","0.017","0.025","0.4","0.005"
"201901312200","104","동남권","111261","강남구","57","63","15","0.014","0.022","0.4","0.006"
"201901312200","104","동남권","111274","강동구","62","66","16","0.015","0.025","0.4","0.004"
"201901312200","104","동남권","111262","서초구","67","74","1","0.026","0.016","0.2","0.004"
"201901312200","104","동남권","111273","송파구","65","73","11","0.012","0.03","0.5","0.003"
"201901312100","100","도심권","111123","종로구","66","63","16","0.016","0.022","0.5","0.003"
"201901312100","100","도심권","111131","용산구","56","58","13","0.012","0.027","0.4","0.003"
"201901312100","100","도심권","111121","중구","68","66","15","0.018","0.023","0.4","0.003"
"201901312100","101","서북권","111181","은평구","82","83","16","0.02","0.02","0.6","0.005"
"201901312100","101","서북권","111191","서대문구","79","79","17","0.013","0.023","0.6","0.003"
"201901312100","101","서북권","111201","마포구","69","82","13","0.017","0.016","0.4","0.002"
"201901312100","102","동북권","111151","중랑구","65","61","19","0.012","0.026","0.5","0.007"
"201901312100","102","동북권","111152","동대문구","77","66","16","0.02","0.017","0.4","0.008"
"201901312100","102","동북권","111142","성동구","86","82","18","0.012","0.03","0.4","0.003"
"201901312100","102","동북권","111311","노원구","75","62","22","0.016","0.02","0.5","0.006"
"201901312100","102","동북권","111171","도봉구","83","70","14","0.026","0.01","0.8","0.004"
"201901312100","102","동북권","111161","성북구","85","68","23","0.018","0.025","0.6","0.004"
"201901312100","102","동북권","111141","광진구","79","74","17","0.012","0.028","0.9","0.003"
"201901312100","102","동북권","111291","강북구","81","67","16","0.028","0.009","0.4","0.003"
"201901312100","103","서남권","111281","금천구","64","64","18","0.017","0.026","0.4","0.004"
"201901312100","103","서남권","111231","영등포구","74","78","18","0.012","0.03","0.5","0.005"
"201901312100","103","서남권","111212","강서구","72","67","16","0.009","0.034","0.4","0.007"
"201901312100","103","서남권","111251","관악구","79","78","17","0.016","0.027","0.4","0.005"
"201901312100","103","서남권","111221","구로구","68","77","10","0.017","0.022","0.3","0.007"
"201901312100","103","서남권","111241","동작구","69","66","19","0.016","0.028","0.4","0.004"
"201901312100","103","서남권","111301","양천구","69","68","17","0.011","0.034","0.5","0.005"
"201901312100","104","동남권","111261","강남구","68","64","18","0.012","0.025","0.5","0.005"
"201901312100","104","동남권","111262","서초구","67","74","0","0.021","0.022","0.2","0.004"
"201901312100","104","동남권","111273","송파구","76","72","12","0.01","0.033","0.5","0.003"
"201901312100","104","동남권","111274","강동구","76","65","19","0.011","0.03","0.5","0.005"
"201901312000","100","도심권","111121","중구","69","64","16","0.012","0.03","0.5","0.003"
"201901312000","100","도심권","111131","용산구","59","59","13","0.006","0.038","0.5","0.003"
"201901312000","100","도심권","111123","종로구","72","59","18","0.013","0.027","0.6","0.004"
"201901312000","101","서북권","111201","마포구","88","81","14","0.016","0.017","0.4","0.003"
"201901312000","101","서북권","111181","은평구","89","80","16","0.017","0.023","0.6","0.005"
"201901312000","101","서북권","111191","서대문구","88","77","13","0.013","0.022","0.6","0.003"
"201901312000","102","동북권","111142","성동구","101","82","16","0.009","0.032","0.5","0.003"
"201901312000","102","동북권","111152","동대문구","76","66","17","0.018","0.02","0.5","0.009"
"201901312000","102","동북권","111161","성북구","81","68","13","0.015","0.029","0.6","0.004"
"201901312000","102","동북권","111291","강북구","81","66","17","0.026","0.011","0.4","0.004"
"201901312000","102","동북권","111141","광진구","90","74","17","0.008","0.034","1","0.004"
"201901312000","102","동북권","111171","도봉구","96","68","18","0.023","0.014","0.6","0.005"
"201901312000","102","동북권","111311","노원구","70","61","17","0.015","0.022","0.5","0.006"
"201901312000","102","동북권","111151","중랑구","60","60","17","0.01","0.027","0.5","0.007"
"201901312000","103","서남권","111251","관악구","92","76","26","0.016","0.027","0.4","0.005"
"201901312000","103","서남권","111281","금천구","69","64","18","0.017","0.026","0.4","0.005"
"201901312000","103","서남권","111231","영등포구","90","76","29","0.015","0.02","0.5","0.005"
"201901312000","103","서남권","111221","구로구","82","76","10","0.017","0.021","0.3","0.006"
"201901312000","103","서남권","111241","동작구","73","64","19","0.014","0.031","0.4","0.004"
"201901312000","103","서남권","111212","강서구","77","67","16","0.012","0.032","0.5","0.006"
"201901312000","103","서남권","111301","양천구","80","66","18","0.013","0.031","0.5","0.004"
"201901312000","104","동남권","111274","강동구","69","64","18","0.009","0.034","0.5","0.004"
"201901312000","104","동남권","111261","강남구","70","62","20","0.008","0.031","0.5","0.005"
"201901312000","104","동남권","111262","서초구","90","73","9","0.019","0.023","0.2","0.005"
"201901312000","104","동남권","111273","송파구","88","73","13","0.007","0.037","0.6","0.003"
"201901311900","100","도심권","111121","중구","64","61","15","0.018","0.025","0.5","0.004"
"201901311900","100","도심권","111131","용산구","55","59","14","0.011","0.029","0.5","0.004"
"201901311900","100","도심권","111123","종로구","67","58","15","0.016","0.023","0.5","0.004"
"201901311900","101","서북권","111201","마포구","101","81","18","0.012","0.02","0.4","0.003"
"201901311900","101","서북권","111191","서대문구","82","77","16","0.017","0.019","0.6","0.003"
"201901311900","101","서북권","111181","은평구","89","81","16","0.019","0.022","0.6","0.006"
"201901311900","102","동북권","111161","성북구","80","67","15","0.017","0.026","0.6","0.004"
"201901311900","102","동북권","111142","성동구","87","83","19","0.009","0.034","0.4","0.003"
"201901311900","102","동북권","111171","도봉구","81","64","17","0.024","0.014","0.7","0.005"
"201901311900","102","동북권","111311","노원구","74","61","19","0.016","0.021","0.5","0.006"
"201901311900","102","동북권","111151","중랑구","59","60","18","0.014","0.024","0.5","0.006"
"201901311900","102","동북권","111152","동대문구","70","66","17","0.016","0.023","0.4","0.008"
"201901311900","102","동북권","111291","강북구","77","65","18","0.028","0.011","0.4","0.004"
"201901311900","102","동북권","111141","광진구","71","74","14","0.015","0.025","0.9","0.004"
"201901311900","103","서남권","111231","영등포구","97","74","27","0.015","0.02","0.5","0.004"
"201901311900","103","서남권","111241","동작구","67","63","19","0.018","0.027","0.4","0.004"
"201901311900","103","서남권","111251","관악구","85","75","17","0.016","0.026","0.4","0.005"
"201901311900","103","서남권","111281","금천구","70","63","19","0.017","0.027","0.4","0.004"
"201901311900","103","서남권","111212","강서구","81","66","18","0.019","0.022","0.4","0.005"
"201901311900","103","서남권","111301","양천구","81","65","20","0.018","0.025","0.5","0.005"
"201901311900","103","서남권","111221","구로구","93","73","8","0.018","0.021","0.3","0.006"
"201901311900","104","동남권","111262","서초구","81","73","6","0.019","0.023","0.2","0.005"
"201901311900","104","동남권","111261","강남구","63","61","22","0.01","0.029","0.5","0.005"
"201901311900","104","동남권","111274","강동구","67","63","18","0.009","0.033","0.4","0.005"
"201901311900","104","동남권","111273","송파구","78","73","14","0.006","0.039","0.5","0.003"
"201901311800","100","도심권","111123","종로구","72","54","16","0.015","0.024","0.5","0.004"
"201901311800","100","도심권","111131","용산구","56","60","13","0.012","0.031","0.4","0.004"
"201901311800","100","도심권","111121","중구","68","60","16","0.02","0.022","0.4","0.004"
"201901311800","101","서북권","111191","서대문구","88","78","10","0.019","0.017","0.5","0.003"
"201901311800","101","서북권","111201","마포구","87","79","14","0.017","0.016","0.4","0.003"
"201901311800","101","서북권","111181","은평구","90","82","16","0.022","0.018","0.6","0.006"
"201901311800","102","동북권","111152","동대문구","74","67","18","0.017","0.022","0.4","0.009"
"201901311800","102","동북권","111151","중랑구","65","60","17","0.016","0.021","0.5","0.006"
"201901311800","102","동북권","111161","성북구","79","66","14","0.019","0.024","0.6","0.004"
"201901311800","102","동북권","111311","노원구","76","61","21","0.018","0.02","0.4","0.006"
"201901311800","102","동북권","111141","광진구","80","73","17","0.012","0.028","0.9","0.004"
"201901311800","102","동북권","111171","도봉구","76","65","15","0.026","0.012","0.7","0.005"
"201901311800","102","동북권","111142","성동구","88","83","14","0.013","0.03","0.4","0.003"
"201901311800","102","동북권","111291","강북구","78","64","19","0.028","0.012","0.4","0.004"
"201901311800","103","서남권","111231","영등포구","84","72","21","0.017","0.019","0.5","0.004"
"201901311800","103","서남권","111301","양천구","72","63","18","0.021","0.022","0.4","0.005"
"201901311800","103","서남권","111281","금천구","66","64","19","0.02","0.024","0.4","0.004"
"201901311800","103","서남권","111212","강서구","73","64","17","0.024","0.017","0.4","0.005"
"201901311800","103","서남권","111251","관악구","82","74","19","0.018","0.025","0.3","0.005"
"201901311800","103","서남권","111241","동작구","72","62","19","0.018","0.027","0.4","0.004"
"201901311800","103","서남권","111221","구로구","76","71","7","0.018","0.022","0.3","0.006"
"201901311800","104","동남권","111274","강동구","73","63","20","0.01","0.033","0.4","0.005"
"201901311800","104","동남권","111273","송파구","83","74","17","0.009","0.036","0.5","0.003"
"201901311800","104","동남권","111262","서초구","85","72","7","0.023","0.022","0.2","0.005"
"201901311800","104","동남권","111261","강남구","66","62","21","0.012","0.027","0.5","0.005"
"201901311700","100","도심권","111121","중구","75","59","16","0.023","0.019","0.4","0.004"
"201901311700","100","도심권","111131","용산구","63","61","12","0.014","0.028","0.4","0.003"
"201901311700","100","도심권","111123","종로구","43","54","6","0.014","0.025","0.6","0.004"
"201901311700","101","서북권","111181","은평구","92","82","16","0.026","0.015","0.6","0.006"
"201901311700","101","서북권","111201","마포구","87","80","16","0.022","0.013","0.4","0.003"
"201901311700","101","서북권","111191","서대문구","91","78","12","0.02","0.015","0.5","0.003"
"201901311700","102","동북권","111151","중랑구","66","59","17","0.019","0.018","0.4","0.008"
"201901311700","102","동북권","111171","도봉구","78","65","14","0.027","0.011","0.9","0.004"
"201901311700","102","동북권","111311","노원구","76","61","25","0.022","0.015","0.4","0.006"
"201901311700","102","동북권","111291","강북구","81","64","20","0.027","0.014","0.4","0.004"
"201901311700","102","동북권","111141","광진구","91","73","17","0.014","0.026","0.9","0.004"
"201901311700","102","동북권","111161","성북구","93","66","15","0.019","0.024","0.5","0.004"
"201901311700","102","동북권","111152","동대문구","89","67","22","0.019","0.021","0.4","0.008"
"201901311700","102","동북권","111142","성동구","103","84","20","0.017","0.027","0.4","0.003"
"201901311700","103","서남권","111221","구로구","82","72","9","0.022","0.017","0.3","0.007"
"201901311700","103","서남권","111281","금천구","66","64","19","0.023","0.021","0.4","0.004"
"201901311700","103","서남권","111231","영등포구","82","72","18","0.018","0.017","0.5","0.005"
"201901311700","103","서남권","111241","동작구","74","62","21","0.022","0.023","0.4","0.004"
"201901311700","103","서남권","111212","강서구","75","64","16","0.027","0.016","0.4","0.006"
"201901311700","103","서남권","111301","양천구","74","63","17","0.022","0.021","0.4","0.004"
"201901311700","103","서남권","111251","관악구","84","75","14","0.02","0.023","0.3","0.005"
"201901311700","104","동남권","111274","강동구","76","64","21","0.012","0.029","0.4","0.005"
"201901311700","104","동남권","111261","강남구","71","62","22","0.014","0.024","0.4","0.006"
"201901311700","104","동남권","111262","서초구","96","71","10","0.021","0.022","0.2","0.005"
"201901311700","104","동남권","111273","송파구","91","73","16","0.012","0.03","0.5","0.003"
"201901311600","100","도심권","111123","종로구","0","58","0","0","0","0","0"
"201901311600","100","도심권","111131","용산구","68","61","14","0.015","0.024","0.4","0.004"
"201901311600","100","도심권","111121","중구","79","59","17","0.021","0.019","0.5","0.004"
"201901311600","101","서북권","111181","은평구","100","82","16","0.024","0.015","0.6","0.006"
"201901311600","101","서북권","111191","서대문구","97","77","12","0.021","0.013","0.5","0.003"
"201901311600","101","서북권","111201","마포구","94","81","16","0.022","0.012","0.4","0.003"
"201901311600","102","동북권","111141","광진구","105","72","14","0.014","0.026","0.9","0.004"
"201901311600","102","동북권","111151","중랑구","60","58","14","0.027","0.014","0.4","0.007"
"201901311600","102","동북권","111311","노원구","72","62","20","0.026","0.01","0.4","0.006"
"201901311600","102","동북권","111142","성동구","116","82","18","0.015","0.028","0.4","0.004"
"201901311600","102","동북권","111152","동대문구","85","65","22","0.021","0.019","0.4","0.008"
"201901311600","102","동북권","111161","성북구","76","64","17","0.022","0.02","0.5","0.004"
"201901311600","102","동북권","111171","도봉구","76","64","14","0.031","0.009","0.9","0.005"
"201901311600","102","동북권","111291","강북구","78","64","18","0.033","0.008","0.4","0.004"
"201901311600","103","서남권","111221","구로구","86","72","6","0.023","0.015","0.2","0.007"
"201901311600","103","서남권","111231","영등포구","85","72","20","0.017","0.018","0.3","0.004"
"201901311600","103","서남권","111281","금천구","66","64","15","0.024","0.019","0.4","0.004"
"201901311600","103","서남권","111251","관악구","98","75","21","0.021","0.02","0.3","0.005"
"201901311600","103","서남권","111241","동작구","77","61","18","0.022","0.022","0.4","0.004"
"201901311600","103","서남권","111212","강서구","76","64","15","0.027","0.014","0.4","0.005"
"201901311600","103","서남권","111301","양천구","78","62","16","0.023","0.021","0.4","0.004"
"201901311600","104","동남권","111274","강동구","66","64","17","0.016","0.025","0.4","0.005"
"201901311600","104","동남권","111261","강남구","74","64","23","0.014","0.022","0.4","0.007"
"201901311600","104","동남권","111273","송파구","97","72","14","0.013","0.029","0.5","0.003"
"201901311600","104","동남권","111262","서초구","96","70","10","0.021","0.02","0.2","0.005"
"201901311500","100","도심권","111121","중구","58","60","14","0.023","0.015","0.4","0.004"
"201901311500","100","도심권","111131","용산구","66","61","12","0.016","0.024","0.5","0.004"
"201901311500","100","도심권","111123","종로구","0","58","0","0","0","0","0"
"201901311500","101","서북권","111181","은평구","110","82","13","0.025","0.013","0.6","0.006"
"201901311500","101","서북권","111191","서대문구","102","77","19","0.022","0.012","0.5","0.003"
"201901311500","101","서북권","111201","마포구","101","80","15","0.022","0.01","0.4","0.003"
"201901311500","102","동북권","111161","성북구","62","66","0","0.025","0.017","0.5","0.004"
"201901311500","102","동북권","111311","노원구","70","63","20","0.026","0.008","0.4","0.006"
"201901311500","102","동북권","111142","성동구","100","80","21","0.02","0.023","0.4","0.004"
"201901311500","102","동북권","111171","도봉구","69","65","11","0.03","0.008","1.1","0.005"
"201901311500","102","동북권","111291","강북구","72","65","16","0.034","0.006","0.4","0.003"
"201901311500","102","동북권","111152","동대문구","82","64","21","0.022","0.017","0.5","0.008"
"201901311500","102","동북권","111151","중랑구","59","58","16","0.026","0.013","0.4","0.008"
"201901311500","102","동북권","111141","광진구","80","70","17","0.019","0.02","0.9","0.004"
"201901311500","103","서남권","111251","관악구","92","74","17","0.021","0.018","0.3","0.005"
"201901311500","103","서남권","111231","영등포구","96","71","21","0.017","0.016","0.4","0.004"
"201901311500","103","서남권","111212","강서구","80","64","12","0.027","0.012","0.4","0.005"
"201901311500","103","서남권","111281","금천구","67","64","16","0.024","0.019","0.4","0.004"
"201901311500","103","서남권","111221","구로구","91","72","7","0.022","0.014","0.3","0.007"
"201901311500","103","서남권","111301","양천구","75","62","15","0.024","0.016","0.4","0.005"
"201901311500","103","서남권","111241","동작구","83","61","15","0.023","0.02","0.4","0.004"
"201901311500","104","동남권","111274","강동구","62","63","14","0.022","0.018","0.4","0.005"
"201901311500","104","동남권","111262","서초구","88","68","10","0.02","0.021","0.2","0.005"
"201901311500","104","동남권","111273","송파구","89","71","15","0.013","0.028","0.5","0.004"
"201901311500","104","동남권","111261","강남구","69","65","18","0.013","0.023","0.5","0.007"
"201901311400","100","도심권","111121","중구","0","62","0","0","0","0","0"
"201901311400","100","도심권","111131","용산구","61","60","12","0.014","0.025","0.5","0.004"
"201901311400","100","도심권","111123","종로구","70","60","13","0.018","0.02","0.5","0.004"
"201901311400","101","서북권","111181","은평구","102","79","18","0.023","0.015","0.6","0.006"
"201901311400","101","서북권","111201","마포구","106","80","16","0.019","0.012","0.4","0.003"
"201901311400","101","서북권","111191","서대문구","96","75","19","0.02","0.012","0.6","0.003"
"201901311400","102","동북권","111161","성북구","73","66","13","0.022","0.02","0.6","0.004"
"201901311400","102","동북권","111291","강북구","70","67","14","0.031","0.007","0.4","0.003"
"201901311400","102","동북권","111151","중랑구","57","58","15","0.023","0.014","0.4","0.008"
"201901311400","102","동북권","111142","성동구","99","79","17","0.019","0.022","0.4","0.004"
"201901311400","102","동북권","111311","노원구","65","64","15","0.024","0.011","0.4","0.006"
"201901311400","102","동북권","111141","광진구","89","69","21","0.013","0.026","0.9","0.004"
"201901311400","102","동북권","111152","동대문구","76","65","18","0.019","0.019","0.5","0.01"
"201901311400","102","동북권","111171","도봉구","79","65","13","0.028","0.009","1.2","0.005"
"201901311400","103","서남권","111221","구로구","97","71","8","0.021","0.015","0.3","0.007"
"201901311400","103","서남권","111251","관악구","102","73","17","0.018","0.022","0.4","0.005"
"201901311400","103","서남권","111241","동작구","73","62","17","0.02","0.023","0.4","0.003"
"201901311400","103","서남권","111301","양천구","77","62","15","0.021","0.019","0.5","0.004"
"201901311400","103","서남권","111281","금천구","68","64","18","0.021","0.021","0.4","0.004"
"201901311400","103","서남권","111231","영등포구","94","70","18","0.015","0.017","0.4","0.004"
"201901311400","103","서남권","111212","강서구","82","65","14","0.025","0.013","0.4","0.005"
"201901311400","104","동남권","111261","강남구","69","64","20","0.013","0.024","0.5","0.006"
"201901311400","104","동남권","111273","송파구","85","70","14","0.011","0.031","0.5","0.004"
"201901311400","104","동남권","111274","강동구","68","63","19","0.013","0.028","0.5","0.004"
"201901311400","104","동남권","111262","서초구","84","67","9","0.018","0.021","0.2","0.005"
"201901311300","100","도심권","111131","용산구","65","59","14","0.01","0.03","0.5","0.003"
"201901311300","100","도심권","111121","중구","0","60","0","0","0","0","0"
"201901311300","100","도심권","111123","종로구","73","61","16","0.014","0.025","0.5","0.004"
"201901311300","101","서북권","111201","마포구","97","79","15","0.014","0.016","0.4","0.003"
"201901311300","101","서북권","111181","은평구","100","77","15","0.021","0.017","0.6","0.005"
"201901311300","101","서북권","111191","서대문구","94","73","15","0.017","0.015","0.6","0.003"
"201901311300","102","동북권","111311","노원구","64","63","17","0.02","0.014","0.4","0.006"
