"측정일시","권역코드","권역명","측정소코드","측정소명","미세먼지 1시간(㎍/㎥)","미세먼지 24시간(㎍/㎥)","초미세먼지(㎍/㎥)","오존(ppm)","이산화질소농도(ppm)","일산화탄소농도(ppm)","아황산가스농도(ppm)"
"201907312300","100","도심권","111123","종로구","25","23","17","0.017","0.019","0.3","0.004"
"201907312300","100","도심권","111131","용산구","24","24","17","0.014","0.024","0.3","0.003"
"201907312300","100","도심권","111121","중구","29","26","18","0.018","0.019","0","0.002"
"201907312300","101","서북권","111181","은평구","25","23","17","0.017","0.019","0.5","0.004"
"201907312300","101","서북권","111191","서대문구","19","20","9","0.019","0.011","0.6","0.003"
"201907312300","101","서북권","111201","마포구","16","18","12","0.021","0.013","0.6","0.004"
"201907312300","102","동북권","111141","광진구","18","17","17","0.017","0.016","0.7","0.005"
"201907312300","102","동북권","111311","노원구","29","17","18","0.018","0.015","0.3","0.003"
"201907312300","102","동북권","111151","중랑구","24","17","15","0.012","0.019","0.3","0.007"
"201907312300","102","동북권","111171","도봉구","17","14","10","0.022","0.009","0.3","0.003"
"201907312300","102","동북권","111161","성북구","23","20","4","0.017","0.021","0.6","0.003"
"201907312300","102","동북권","111142","성동구","14","18","6","0.016","0.024","0.3","0.003"
"201907312300","102","동북권","111291","강북구","31","23","18","0.025","0.012","0.3","0.002"
"201907312300","102","동북권","111152","동대문구","19","19","15","0.022","0.012","0","0.005"
"201907312300","103","서남권","111241","동작구","27","27","17","0.023","0.013","0.2","0.002"
"201907312300","103","서남권","111231","영등포구","15","20","11","0.015","0.019","0.4","0.002"
"201907312300","103","서남권","111212","강서구","25","23","17","0.02","0.014","0.3","0.003"
"201907312300","103","서남권","111251","관악구","19","22","12","0.014","0.022","0.2","0.004"
"201907312300","103","서남권","111301","양천구","29","29","19","0.012","0.018","0.2","0.003"
"201907312300","103","서남권","111221","구로구","19","19","12","0.023","0.014","0.2","0.004"
"201907312300","103","서남권","111281","금천구","26","25","16","0.011","0.023","0.3","0.003"
"201907312300","104","동남권","111261","강남구","26","25","15","0.02","0.013","0.3","0.004"
"201907312300","104","동남권","111262","서초구","15","17","0","0","0.016","0.2","0.004"
"201907312300","104","동남권","111274","강동구","24","19","13","0.015","0.014","0.2","0.003"
"201907312300","104","동남권","111273","송파구","14","14","8","0.017","0.019","0.2","0.002"
"201907312200","100","도심권","111131","용산구","26","20","19","0.013","0.025","0.3","0.002"
"201907312200","100","도심권","111121","중구","30","24","16","0.018","0.02","0","0.002"
"201907312200","100","도심권","111123","종로구","25","22","16","0.015","0.021","0.3","0.003"
"201907312200","101","서북권","111191","서대문구","23","20","8","0.019","0.012","0.6","0.003"
"201907312200","101","서북권","111201","마포구","20","19","0","0.023","0.011","0.6","0.004"
"201907312200","101","서북권","111181","은평구","27","23","16","0.013","0.022","0.5","0.004"
"201907312200","102","동북권","111161","성북구","23","18","2","0.017","0.02","0.6","0.003"
"201907312200","102","동북권","111291","강북구","33","20","20","0.023","0.015","0.3","0.003"
"201907312200","102","동북권","111171","도봉구","18","12","7","0.02","0.01","0.3","0.003"
"201907312200","102","동북권","111141","광진구","22","16","17","0.015","0.018","0.7","0.005"
"201907312200","102","동북권","111311","노원구","27","14","14","0.014","0.022","0.3","0.003"
"201907312200","102","동북권","111142","성동구","19","19","8","0.01","0.028","0.3","0.003"
"201907312200","102","동북권","111151","중랑구","24","15","14","0.01","0.018","0.3","0.006"
"201907312200","102","동북권","111152","동대문구","22","18","16","0.019","0.014","0","0.004"
"201907312200","103","서남권","111212","강서구","27","23","18","0.018","0.016","0.2","0.003"
"201907312200","103","서남권","111241","동작구","30","27","18","0.02","0.014","0.2","0.002"
"201907312200","103","서남권","111231","영등포구","27","21","0","0.016","0.017","0.4","0.002"
"201907312200","103","서남권","111221","구로구","18","18","11","0.023","0.013","0.2","0.004"
"201907312200","103","서남권","111281","금천구","29","25","16","0.008","0.027","0.3","0.003"
"201907312200","103","서남권","111301","양천구","34","28","18","0.015","0.016","0.2","0.005"
"201907312200","103","서남권","111251","관악구","25","21","15","0.013","0.023","0.3","0.005"
"201907312200","104","동남권","111261","강남구","29","25","16","0.017","0.014","0.3","0.005"
"201907312200","104","동남권","111274","강동구","30","16","15","0.015","0.014","0.3","0.003"
"201907312200","104","동남권","111262","서초구","21","18","15","0","0.016","0.2","0.004"
"201907312200","104","동남권","111273","송파구","15","14","9","0.023","0.013","0.2","0.002"
"201907312100","100","도심권","111123","종로구","28","19","19","0.016","0.021","0.3","0.003"
"201907312100","100","도심권","111131","용산구","24","17","19","0.018","0.021","0.3","0.002"
"201907312100","100","도심권","111121","중구","32","21","18","0.018","0.02","0","0.002"
"201907312100","101","서북권","111181","은평구","29","21","19","0.015","0.021","0.5","0.004"
"201907312100","101","서북권","111191","서대문구","25","19","11","0.019","0.013","0.6","0.003"
"201907312100","101","서북권","111201","마포구","20","17","14","0.022","0.014","0.6","0.004"
"201907312100","102","동북권","111151","중랑구","23","12","12","0.009","0.023","0.4","0.007"
"201907312100","102","동북권","111152","동대문구","26","16","17","0.019","0.013","0","0.004"
"201907312100","102","동북권","111142","성동구","18","19","6","0.013","0.027","0.3","0.003"
"201907312100","102","동북권","111311","노원구","21","11","12","0.005","0.037","0.5","0.003"
"201907312100","102","동북권","111171","도봉구","18","11","5","0.015","0.017","0.4","0.003"
"201907312100","102","동북권","111161","성북구","19","17","3","0.016","0.019","0.6","0.004"
"201907312100","102","동북권","111141","광진구","22","16","11","0.009","0.023","0.7","0.005"
"201907312100","102","동북권","111291","강북구","38","15","18","0.024","0.015","0.3","0.002"
"201907312100","103","서남권","111281","금천구","27","24","16","0.013","0.019","0.3","0.003"
"201907312100","103","서남권","111231","영등포구","26","18","22","0.015","0.018","0.4","0.002"
"201907312100","103","서남권","111212","강서구","28","21","19","0.021","0.015","0.2","0.003"
"201907312100","103","서남권","111251","관악구","24","20","15","0.014","0.017","0.3","0.005"
"201907312100","103","서남권","111221","구로구","24","18","11","0.026","0.01","0.2","0.004"
"201907312100","103","서남권","111241","동작구","29","27","18","0.024","0.01","0.2","0.002"
"201907312100","103","서남권","111301","양천구","33","26","17","0.015","0.017","0.2","0.003"
"201907312100","104","동남권","111261","강남구","31","24","14","0.019","0.012","0.3","0.005"
"201907312100","104","동남권","111262","서초구","22","17","16","0","0.013","0.2","0.004"
"201907312100","104","동남권","111273","송파구","16","14","11","0.022","0.013","0.2","0.002"
"201907312100","104","동남권","111274","강동구","20","13","15","0.011","0.027","0.4","0.003"
"201907312000","100","도심권","111121","중구","33","19","18","0.007","0.033","0","0.002"
"201907312000","100","도심권","111131","용산구","27","16","21","0.006","0.035","0.4","0.002"
"201907312000","100","도심권","111123","종로구","31","17","20","0.005","0.037","0.5","0.003"
"201907312000","101","서북권","111201","마포구","26","17","15","0.014","0.021","0.7","0.004"
"201907312000","101","서북권","111181","은평구","27","20","22","0.006","0.033","0.6","0.004"
"201907312000","101","서북권","111191","서대문구","24","16","9","0.01","0.023","0.7","0.004"
"201907312000","102","동북권","111142","성동구","32","21","8","0.002","0.051","0.6","0.004"
"201907312000","102","동북권","111152","동대문구","25","14","18","0.009","0.025","0","0.003"
"201907312000","102","동북권","111161","성북구","21","17","3","0.009","0.029","0.7","0.005"
"201907312000","102","동북권","111291","강북구","19","10","9","0.015","0.024","0.4","0.003"
"201907312000","102","동북권","111141","광진구","14","14","12","0.002","0.037","0.8","0.005"
"201907312000","102","동북권","111171","도봉구","11","9","4","0.008","0.029","0.6","0.003"
"201907312000","102","동북권","111311","노원구","12","9","7","0.007","0.04","0.5","0.003"
"201907312000","102","동북권","111151","중랑구","17","10","10","0.006","0.026","0.4","0.007"
"201907312000","103","서남권","111251","관악구","33","20","17","0.014","0.022","0.3","0.004"
"201907312000","103","서남권","111281","금천구","30","23","16","0.008","0.026","0.3","0.004"
