측정일자,권역명,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
20220707,동북권,중랑구,27,16,0.024,0.014,0.3,0.003
20220707,동북권,동대문구,26,15,0.021,0.014,0.3,0.002
20220707,동북권,성북구,19,11,0.022,0.016,0.5,0.002
20220707,동북권,도봉구,19,10,0.021,0.009,0.3,0.001
20220707,동북권,강북구,29,13,0.019,0.01,0.3,0.002
20220707,동북권,노원구,24,14,0.024,0.015,0.3,0.001
20220707,서남권,강서구,22,11,0.02,0.012,0.3,0.003
20220707,서남권,구로구,13,5,0.023,0.011,0.3,0.002
20220707,서남권,영등포구,20,11,0.017,0.016,0.3,0.002
20220707,서남권,동작구,25,14,0.022,0.011,0.2,0.002
20220707,서남권,관악구,23,10,0.017,0.013,0.3,0.003
20220707,서남권,금천구,18,7,0.019,0.014,0.3,0.003
20220707,서남권,양천구,19,9,0.017,0.013,0.3,0.002
20220707,동남권,강남구,25,14,0.024,0.017,0.3,0.003
20220707,동남권,서초구,17,8,0.024,0.017,0.3,0.002
20220707,동남권,송파구,26,11,0.022,0.014,0.3,0.002
20220707,동남권,강동구,22,14,0.017,0.011,0.2,0.002
20220706,도심권,중구,28,23,0.036,0.023,0.3,0.003
20220706,도심권,종로구,27,21,0.038,0.016,0.4,0.003
20220706,도심권,용산구,33,26,0.036,0.028,0.3,0.003
20220706,서북권,은평구,28,22,0.029,0.013,0.3,0.002
20220706,서북권,서대문구,24,15,0.038,0.012,0.4,0.002
20220706,서북권,마포구,34,23,0.044,0.017,0.3,0.003
20220706,동북권,광진구,31,22,0.032,0.013,0.3,0.003
20220706,동북권,성동구,33,24,0.04,0.015,0.3,0.003
20220706,동북권,중랑구,28,21,0.038,0.012,0.3,0.003
20220706,동북권,동대문구,33,23,0.039,0.015,0.3,0.003
20220706,동북권,성북구,25,18,0.036,0.016,0.5,0.003
20220706,동북권,도봉구,24,15,0.031,0.009,0.3,0.001
20220706,동북권,강북구,31,19,0.021,0.012,0.3,0.002
20220706,동북권,노원구,26,20,0.038,0.011,0.3,0.001
20220706,서남권,강서구,37,30,0.039,0.018,0.4,0.003
20220706,서남권,구로구,32,21,0.042,0.014,0.3,0.002
20220706,서남권,영등포구,35,27,0.039,0.019,0.4,0.003
20220706,서남권,동작구,38,29,0.042,0.014,0.3,0.003
20220706,서남권,관악구,39,28,0.039,0.016,0.4,0.003
20220706,서남권,금천구,37,27,0.037,0.018,0.4,0.003
20220706,서남권,양천구,33,26,0.036,0.017,0.3,0.002
20220706,동남권,강남구,32,23,0.038,0.02,0.3,0.003
20220706,동남권,서초구,29,18,0.04,0.019,0.3,0.002
20220706,동남권,송파구,33,21,0.038,0.015,0.3,0.003
20220706,동남권,강동구,28,22,0.026,0.011,0.3,0.002
20220705,도심권,중구,30,25,0.045,0.023,0.3,0.003
20220705,도심권,종로구,29,24,0.05,0.019,0.4,0.003
20220705,도심권,용산구,36,28,0.051,0.022,0.4,0.003
20220705,서북권,은평구,34,26,0.027,0.015,0.3,0.002
20220705,서북권,서대문구,29,18,0.039,0.016,0.5,0.002
20220705,서북권,마포구,40,29,0.04,0.027,0.4,0.003
20220705,동북권,광진구,32,23,0.042,0.014,0.3,0.003
20220705,동북권,성동구,34,23,0.048,0.019,0.4,0.003
20220705,동북권,중랑구,29,22,0.048,0.016,0.3,0.003
20220705,동북권,동대문구,37,26,0.054,0.018,0.4,0.003
20220705,동북권,성북구,29,21,0.046,0.018,0.5,0.002
20220705,동북권,도봉구,27,17,0.036,0.012,0.3,0.001
20220705,동북권,강북구,35,25,0.043,0.011,0.3,0.002
20220705,동북권,노원구,27,21,0.042,0.015,0.3,0.001
20220705,서남권,강서구,52,42,0.039,0.026,0.4,0.003
20220705,서남권,구로구,40,27,0.04,0.023,0.4,0.003
20220705,서남권,영등포구,42,32,0.036,0.028,0.4,0.003
20220705,서남권,동작구,42,33,0.039,0.022,0.3,0.003
20220705,서남권,관악구,46,32,0.034,0.027,0.4,0.003
20220705,서남권,금천구,41,29,0.03,0.027,0.4,0.004
20220705,서남권,양천구,43,34,0.036,0.024,0.4,0.003
20220705,동남권,강남구,30,22,0.046,0.023,0.3,0.003
20220705,동남권,서초구,34,23,0.039,0.027,0.4,0.002
20220705,동남권,송파구,35,23,0.038,0.023,0.4,0.003
20220705,동남권,강동구,28,22,0.031,0.017,0.3,0.002
20220704,도심권,중구,32,27,0.033,0.018,0.3,0.003
20220704,도심권,종로구,33,27,0.035,0.015,0.4,0.003
20220704,도심권,용산구,39,30,0.032,0.021,0.4,0.003
20220704,서북권,은평구,33,27,0.021,0.011,0.3,0.002
20220704,서북권,서대문구,31,20,0.029,0.013,0.4,0.003
20220704,서북권,마포구,35,23,0.025,0.021,0.3,0.003
20220704,동북권,광진구,41,31,0.031,0.013,0.3,0.003
20220704,동북권,성동구,42,27,0.033,0.019,0.4,0.003
20220704,동북권,중랑구,39,30,0.038,0.014,0.3,0.003
20220704,동북권,동대문구,41,26,0.036,0.015,0.4,0.003
20220704,동북권,성북구,34,24,0.032,0.016,0.5,0.003
20220704,동북권,도봉구,30,22,0.032,0.009,0.3,0.001
20220704,동북권,강북구,39,29,0.034,0.009,0.3,0.003
20220704,동북권,노원구,37,29,0.035,0.012,0.3,0.002
20220704,서남권,강서구,36,28,0.025,0.018,0.4,0.003
20220704,서남권,구로구,30,18,0.023,0.019,0.4,0.003
20220704,서남권,영등포구,33,25,0.022,0.021,0.4,0.003
20220704,서남권,동작구,37,27,0.025,0.018,0.3,0.003
20220704,서남권,관악구,39,26,0.023,0.022,0.4,0.003
20220704,서남권,금천구,31,23,0.026,0.022,0.3,0.004
20220704,서남권,양천구,30,24,0.023,0.019,0.3,0.003
20220704,동남권,강남구,39,27,0.033,0.023,0.3,0.003
20220704,동남권,서초구,33,23,0.026,0.022,0.4,0.003
20220704,동남권,송파구,43,31,0.03,0.023,0.4,0.003
20220704,동남권,강동구,36,29,0.027,0.015,0.3,0.003
20220703,도심권,중구,33,28,0.047,0.012,0.3,0.004
20220703,도심권,종로구,33,25,0.048,0.009,0.3,0.004
20220703,도심권,용산구,41,32,0.047,0.016,0.4,0.003
20220703,서북권,은평구,28,25,0.037,0.008,0.2,0.003
20220703,서북권,서대문구,28,18,0.043,0.008,0.4,0.004
20220703,서북권,마포구,35,26,0.042,0.014,0.3,0.003
20220703,동북권,광진구,38,29,0.038,0.01,0.3,0.004
20220703,동북권,성동구,43,29,0.052,0.015,0.4,0.004
20220703,동북권,중랑구,38,29,0.052,0.01,0.3,0.003
20220703,동북권,동대문구,40,0,0.05,0.01,0.3,0.003
20220703,동북권,성북구,32,23,0.046,0.012,0.4,0.003
20220703,동북권,도봉구,28,19,0.043,0.007,0.3,0.002
20220703,동북권,강북구,35,24,0.046,0.006,0.2,0.003
20220703,동북권,노원구,35,28,0.047,0.009,0.3,0.002
20220703,서남권,강서구,34,28,0.04,0.009,0.3,0.003
20220703,서남권,구로구,31,21,0.046,0.009,0.3,0.003
20220703,서남권,영등포구,36,29,0.043,0.012,0.3,0.003
20220703,서남권,동작구,40,30,0.045,0.011,0.3,0.003
20220703,서남권,관악구,43,31,0.046,0.011,0.4,0.003
20220703,서남권,금천구,36,26,0.045,0.014,0.3,0.004
20220703,서남권,양천구,31,26,0.038,0.009,0.3,0.003
20220703,동남권,강남구,39,29,0.05,0.014,0.3,0.004
20220703,동남권,서초구,34,26,0.043,0.014,0.4,0.003
20220703,동남권,송파구,41,29,0.04,0.015,0.4,0.003
20220703,동남권,강동구,35,26,0.035,0.01,0.3,0.003
20220702,도심권,중구,24,15,0.038,0.017,0.3,0.004
20220702,도심권,종로구,24,14,0.041,0.012,0.4,0.003
20220702,도심권,용산구,30,17,0.043,0.019,0.4,0.003
20220702,서북권,은평구,26,19,0.035,0.008,0.3,0.002
20220702,서북권,서대문구,22,10,0.04,0.009,0.4,0.003
20220702,서북권,마포구,25,14,0.04,0.016,0.3,0.003
20220702,동북권,광진구,28,14,0.034,0.011,0.3,0.003
20220702,동북권,성동구,30,15,0.048,0.016,0.3,0.003
20220702,동북권,중랑구,27,15,0.045,0.012,0.3,0.003
20220702,동북권,동대문구,29,1,0.044,0.013,0.3,0.003
20220702,동북권,성북구,23,13,0.04,0.013,0.5,0.003
20220702,동북권,도봉구,22,12,0.037,0.008,0.3,0.001
20220702,동북권,강북구,28,15,0.04,0.008,0.3,0.003
20220702,동북권,노원구,24,16,0.041,0.012,0.3,0.002
20220702,서남권,강서구,27,17,0.039,0.013,0.4,0.003
20220702,서남권,구로구,21,11,0.038,0.013,0.3,0.003
20220702,서남권,영등포구,26,15,0.038,0.017,0.4,0.003
20220702,서남권,동작구,29,16,0.04,0.013,0.3,0.003
20220702,서남권,관악구,31,15,0.036,0.016,0.4,0.003
20220702,서남권,금천구,24,13,0.038,0.016,0.3,0.004
20220702,서남권,양천구,25,15,0.034,0.014,0.3,0.003
20220702,동남권,강남구,27,15,0.042,0.018,0.3,0.003
20220702,동남권,서초구,25,13,0.04,0.018,0.4,0.002
20220702,동남권,송파구,28,14,0.036,0.016,0.4,0.003
20220702,동남권,강동구,24,13,0.031,0.013,0.3,0.003
20220701,도심권,중구,15,7,0.012,0.022,0.3,0.003
20220701,도심권,종로구,17,8,0.014,0.019,0.4,0.003
20220701,도심권,용산구,19,9,0.012,0.02,0.3,0.003
20220701,서북권,은평구,12,10,0.013,0.009,0.2,0.002
20220701,서북권,서대문구,13,3,0.014,0.012,0.4,0.003
20220701,서북권,마포구,16,5,0.014,0.017,0.3,0.003
20220701,동북권,광진구,18,7,0.013,0.014,0.3,0.003
20220701,동북권,성동구,18,7,0.018,0.019,0.3,0.003
20220701,동북권,중랑구,17,7,0.016,0.017,0.3,0.003
20220701,동북권,동대문구,19,1,0.016,0.019,0.4,0.003
20220701,동북권,성북구,14,8,0.015,0.017,0.5,0.002
20220701,동북권,도봉구,12,6,0.017,0.011,0.3,0.001
20220701,동북권,강북구,17,6,0.018,0.011,0.3,0.003
20220701,동북권,노원구,16,7,0.016,0.017,0.4,0.002
20220701,서남권,강서구,18,7,0.014,0.012,0.4,0.002
20220701,서남권,구로구,11,2,0.015,0.01,0.3,0.002
20220701,서남권,영등포구,17,7,0.012,0.015,0.3,0.002
20220701,서남권,동작구,19,9,0.016,0.015,0.3,0.002
20220701,서남권,관악구,21,9,0.014,0.013,0.3,0.003
20220701,서남권,금천구,15,4,0.013,0.012,0.3,0.003
20220701,서남권,양천구,17,6,0.012,0.012,0.3,0.002
20220701,동남권,강남구,17,7,0.016,0.021,0.3,0.003
20220701,동남권,서초구,15,6,0.015,0.02,0.4,0.002
20220701,동남권,송파구,18,7,0.016,0.018,0.3,0.003
20220701,동남권,강동구,16,6,0.014,0.015,0.3,0.002
20220630,도심권,중구,5,3,0.027,0.024,0.3,0.003
20220630,도심권,종로구,4,2,0.033,0.016,0.3,0.003
20220630,도심권,용산구,6,4,0.035,0.021,0.3,0.003
20220630,서북권,은평구,4,6,0.031,0.011,0.3,0.002
20220630,서북권,서대문구,3,1,0.039,0.008,0.4,0.002
20220630,서북권,마포구,5,2,0.038,0.016,0.3,0.002
20220630,동북권,광진구,5,2,0.036,0.012,0.3,0.003
20220630,동북권,성동구,7,2,0.04,0.017,0.3,0.003
20220630,동북권,중랑구,5,2,0.041,0.012,0.2,0.003
20220630,동북권,동대문구,6,1,0.034,0.019,0.3,0.002
20220630,동북권,성북구,4,3,0.032,0.018,0.5,0.002
20220630,동북권,도봉구,4,1,0.032,0.011,0.3,0.001
20220630,동북권,강북구,5,2,0.036,0.012,0.3,0.002
20220630,동북권,노원구,6,3,0.036,0.017,0.3,0.002
20220630,서남권,강서구,6,3,0.032,0.017,0.4,0.002
20220630,서남권,구로구,3,1,0.033,0.015,0.3,0.002
20220630,서남권,영등포구,8,5,0.03,0.02,0.4,0.002
20220630,서남권,동작구,6,4,0.034,0.015,0.2,0.002
20220630,서남권,관악구,8,4,0.032,0.017,0.3,0.002
20220630,서남권,금천구,6,2,0.028,0.018,0.3,0.002
20220630,서남권,양천구,8,3,0.025,0.018,0.3,0.002
20220630,동남권,강남구,6,2,0.037,0.018,0.3,0.003
20220630,동남권,서초구,3,1,0.032,0.019,0.3,0.002
20220630,동남권,송파구,7,4,0.033,0.016,0.3,0.002
20220630,동남권,강동구,5,2,0.027,0.012,0.2,0.002
20220629,도심권,중구,14,6,0.011,0.014,0.3,0.003
20220629,도심권,종로구,12,6,0.015,0.008,0.3,0.002
20220629,도심권,용산구,13,7,0.018,0.007,0.2,0.003
20220629,서북권,은평구,14,10,0.012,0.008,0.3,0.002
20220629,서북권,서대문구,9,3,0.016,0.007,0.4,0.003
20220629,서북권,마포구,13,4,0.016,0.01,0.2,0.002
20220629,동북권,광진구,16,8,0.013,0.008,0.3,0.002
20220629,동북권,성동구,15,5,0.018,0.011,0.2,0.002
20220629,동북권,중랑구,16,7,0.014,0.012,0.3,0.003
20220629,동북권,동대문구,16,6,0.016,0.009,0.3,0.002
20220629,동북권,성북구,12,7,0.014,0.012,0.4,0.002
20220629,동북권,도봉구,11,5,0.014,0.007,0.3,0.001
20220629,동북권,강북구,17,7,0.015,0.008,0.2,0.002
20220629,동북권,노원구,15,4,0.013,0.009,0.2,0.002
20220629,서남권,강서구,16,7,0.015,0.007,0.2,0.002
20220629,서남권,구로구,8,1,0.016,0.006,0.2,0.002
20220629,서남권,영등포구,16,6,0.014,0.009,0.3,0.002
20220629,서남권,동작구,14,6,0.018,0.005,0.2,0.002
20220629,서남권,관악구,17,6,0.015,0.008,0.2,0.002
20220629,서남권,금천구,13,4,0.011,0.011,0.2,0.002
20220629,서남권,양천구,20,5,0.012,0.007,0.2,0.002
20220629,동남권,강남구,16,6,0.018,0.009,0.2,0.003
20220629,동남권,서초구,11,2,0.021,0.005,0.2,0.002
20220629,동남권,송파구,15,7,0.017,0.007,0.2,0.002
20220629,동남권,강동구,15,6,0.009,0.008,0.2,0.002
20220628,도심권,중구,17,6,0.01,0.012,0.3,0.003
20220628,도심권,종로구,15,6,0.013,0.007,0.3,0.003
20220628,도심권,용산구,17,8,0.016,0.006,0.2,0.003
20220628,서북권,은평구,15,10,0.011,0.006,0.2,0.002
20220628,서북권,서대문구,14,2,0.014,0.004,0.3,0.003
20220628,서북권,마포구,16,4,0.015,0.006,0.2,0.002
20220628,동북권,광진구,17,6,0.012,0.006,0.2,0.003
20220628,동북권,성동구,22,5,0.017,0.009,0.2,0.003
20220628,동북권,중랑구,19,7,0.012,0.009,0.2,0.003
20220628,동북권,동대문구,20,7,0.014,0.007,0.2,0.002
20220628,동북권,성북구,17,8,0.012,0.01,0.4,0.002
20220628,동북권,도봉구,14,4,0.013,0.005,0.3,0.001
20220628,동북권,강북구,19,5,0.012,0.005,0.1,0.002
20220628,동북권,노원구,17,6,0.011,0.009,0.2,0.002
20220628,서남권,강서구,19,6,0.013,0.004,0.2,0.002
20220628,서남권,구로구,12,2,0.014,0.003,0.2,0.002
20220628,서남권,영등포구,18,6,0.013,0.006,0.2,0.002
20220628,서남권,동작구,19,7,0.015,0.005,0.2,0.002
20220628,서남권,관악구,20,6,0.013,0.006,0.2,0.002
20220628,서남권,금천구,14,3,0.009,0.009,0.2,0.003
20220628,서남권,양천구,24,5,0.011,0.005,0.2,0.002
20220628,동남권,강남구,17,6,0.014,0.009,0.2,0.003
20220628,동남권,서초구,17,6,0.017,0.003,0.2,0.002
20220628,동남권,송파구,17,6,0.015,0.004,0.2,0.002
20220628,동남권,강동구,14,4,0.009,0.005,0.1,0.002
20220627,도심권,중구,12,6,0.006,0.015,0.4,0.003
20220627,도심권,종로구,10,5,0.008,0.011,0.3,0.003
20220627,도심권,용산구,14,7,0.01,0.011,0.2,0.003
20220627,서북권,은평구,9,8,0.006,0.008,0.3,0.002
20220627,서북권,서대문구,9,1,0.01,0.007,0.4,0.003
20220627,서북권,마포구,9,3,0.01,0.011,0.2,0.002
20220627,동북권,광진구,13,5,0.008,0.009,0.2,0.003
20220627,동북권,성동구,14,6,0.01,0.012,0.3,0.003
20220627,동북권,중랑구,13,5,0.009,0.011,0.2,0.003
20220627,동북권,동대문구,15,5,0.008,0.012,0.3,0.002
20220627,동북권,성북구,12,5,0.008,0.013,0.5,0.002
20220627,동북권,도봉구,11,4,0.007,0.009,0.6,0.001
20220627,동북권,강북구,15,4,0.007,0.008,0.2,0.002
20220627,동북권,노원구,12,5,0.007,0.013,0.2,0.002
20220627,서남권,강서구,13,6,0.008,0.009,0.2,0.002
20220627,서남권,구로구,7,1,0.01,0.007,0.3,0.002
20220627,서남권,영등포구,13,5,0.009,0.01,0.3,0.002
20220627,서남권,동작구,12,5,0.011,0.007,0.2,0.002
20220627,서남권,관악구,14,5,0.009,0.009,0.2,0.002
20220627,서남권,금천구,10,3,0.007,0.01,0.2,0.003
20220627,서남권,양천구,16,4,0.007,0.009,0.2,0.002
20220627,동남권,강남구,13,5,0.009,0.013,0.2,0.003
20220627,동남권,서초구,11,3,0.013,0.008,0.2,0.002
20220627,동남권,송파구,13,6,0.01,0.009,0.2,0.002
20220627,동남권,강동구,13,4,0.006,0.009,0.2,0.002
20220626,도심권,중구,24,15,0.03,0.012,0.3,0.003
20220626,도심권,종로구,23,13,0.031,0.009,0.3,0.003
20220626,도심권,용산구,25,15,0.035,0.009,0.3,0.003
20220626,서북권,은평구,21,17,0.03,0.007,0.4,0.002
20220626,서북권,서대문구,21,10,0.034,0.006,0.4,0.003
20220626,서북권,마포구,23,12,0.035,0.009,0.3,0.002
20220626,동북권,광진구,24,13,0.032,0.008,0.3,0.003
20220626,동북권,성동구,26,12,0.037,0.011,0.3,0.003
20220626,동북권,중랑구,24,14,0.035,0.009,0.2,0.003
20220626,동북권,동대문구,28,14,0.036,0.008,0.3,0.002
20220626,동북권,성북구,24,14,0.032,0.011,0.5,0.002
20220626,동북권,도봉구,23,13,0.031,0.008,0.7,0.002
20220626,동북권,강북구,31,16,0.029,0.009,0.3,0.002
20220626,동북권,노원구,28,16,0.032,0.011,0.3,0.002
20220626,서남권,강서구,26,13,0.031,0.006,0.3,0.002
20220626,서남권,구로구,17,8,0.035,0.004,0.3,0.002
20220626,서남권,영등포구,23,13,0.033,0.008,0.3,0.002
20220626,서남권,동작구,27,15,0.033,0.006,0.2,0.002
20220626,서남권,관악구,29,15,0.033,0.008,0.3,0.002
20220626,서남권,금천구,22,11,0.029,0.01,0.3,0.003
20220626,서남권,양천구,31,13,0.028,0.007,0.3,0.002
20220626,동남권,강남구,23,12,0.037,0.008,0.2,0.003
20220626,동남권,서초구,20,11,0.035,0.005,0.3,0.002
20220626,동남권,송파구,22,12,0.031,0.007,0.2,0.002
20220626,동남권,강동구,24,12,0.026,0.007,0.2,0.002
20220625,도심권,중구,46,35,0.065,0.013,0.5,0.003
20220625,도심권,종로구,43,33,0.067,0.01,0.5,0.003
20220625,도심권,용산구,47,36,0.072,0.012,0.5,0.003
20220625,서북권,은평구,50,42,0.063,0.009,0.5,0.002
20220625,서북권,서대문구,45,32,0.066,0.008,0.6,0.003
20220625,서북권,마포구,42,29,0.067,0.013,0.5,0.002
20220625,동북권,광진구,47,34,0.063,0.009,0.6,0.003
20220625,동북권,성동구,50,33,0.07,0.015,0.5,0.003
20220625,동북권,중랑구,49,36,0.068,0.012,0.5,0.003
20220625,동북권,동대문구,53,35,0.073,0.01,0.5,0.002
20220625,동북권,성북구,49,38,0.065,0.013,0.6,0.002
20220625,동북권,도봉구,45,33,0.062,0.01,0.8,0.002
20220625,동북권,강북구,52,35,0.066,0.009,0.5,0.002
20220625,동북권,노원구,49,33,0.069,0.012,0.5,0.002
20220625,서남권,강서구,49,38,0.064,0.009,0.5,0.002
20220625,서남권,구로구,41,30,0.068,0.005,0.5,0.002
20220625,서남권,영등포구,43,32,0.064,0.011,0.5,0.002
20220625,서남권,동작구,51,36,0.064,0.008,0.5,0.002
20220625,서남권,관악구,53,36,0.064,0.011,0.6,0.003
20220625,서남권,금천구,47,31,0.064,0.012,0.5,0.003
20220625,서남권,양천구,51,31,0.06,0.009,0.5,0.002
20220625,동남권,강남구,48,32,0.071,0.011,0.5,0.003
20220625,동남권,서초구,45,37,0.065,0.007,0.5,0.002
20220625,동남권,송파구,47,35,0.054,0.01,0.4,0.002
20220625,동남권,강동구,48,34,0.055,0.009,0.5,0.002
20220624,도심권,중구,17,13,0.037,0.016,0.4,0.003
20220624,도심권,종로구,18,13,0.037,0.014,0.4,0.003
20220624,도심권,용산구,18,13,0.042,0.012,0.3,0.003
20220624,서북권,은평구,22,18,0.036,0.011,0.4,0.002
20220624,서북권,서대문구,19,10,0.041,0.01,0.5,0.002
20220624,서북권,마포구,19,11,0.039,0.014,0.3,0.002
20220624,동북권,광진구,19,13,0.04,0.01,0.4,0.003
20220624,동북권,성동구,20,12,0.043,0.015,0.3,0.003
20220624,동북권,중랑구,19,11,0.039,0.014,0.3,0.003
20220624,동북권,동대문구,20,13,0.042,0.012,0.4,0.002
20220624,동북권,성북구,21,14,0.039,0.013,0.5,0.002
20220624,동북권,도봉구,17,11,0.04,0.008,0.7,0.002
20220624,동북권,강북구,19,12,0.04,0.009,0.4,0.002
20220624,동북권,노원구,19,12,0.04,0.013,0.4,0.002
20220624,서남권,강서구,22,15,0.037,0.011,0.4,0.002
20220624,서남권,구로구,14,7,0.041,0.007,0.3,0.002
20220624,서남권,영등포구,19,13,0.038,0.012,0.4,0.002
20220624,서남권,동작구,21,14,0.039,0.009,0.3,0.002
20220624,서남권,관악구,22,12,0.037,0.013,0.4,0.003
20220624,서남권,금천구,17,9,0.038,0.015,0.3,0.003
20220624,서남권,양천구,21,12,0.035,0.011,0.4,0.002
20220624,동남권,강남구,21,13,0.044,0.013,0.3,0.003
20220624,동남권,서초구,17,11,0.041,0.008,0.3,0.002
20220624,동남권,송파구,21,14,0.037,0.011,0.3,0.002
20220624,동남권,강동구,18,12,0.032,0.01,0.3,0.002
20220623,도심권,중구,29,20,0.021,0.031,0.5,0.003
20220623,도심권,종로구,26,20,0.025,0.023,0.5,0.003
20220623,도심권,용산구,28,20,0.025,0.027,0.4,0.003
20220623,서북권,은평구,31,24,0.021,0.019,0.4,0.002
20220623,서북권,서대문구,27,15,0.026,0.018,0.5,0.003
20220623,서북권,마포구,26,17,0.024,0.023,0.4,0.003
20220623,동북권,광진구,34,22,0.022,0.021,0.5,0.003
20220623,동북권,성동구,32,20,0.029,0.024,0.4,0.003
20220623,동북권,중랑구,36,22,0.025,0.024,0.4,0.003
20220623,동북권,동대문구,35,21,0.025,0.026,0.4,0.003
20220623,동북권,성북구,32,21,0.023,0.025,0.5,0.003
20220623,동북권,도봉구,27,19,0.025,0.019,0.7,0.002
20220623,동북권,강북구,33,21,0.023,0.018,0.4,0.003
20220623,동북권,노원구,32,21,0.024,0.023,0.4,0.002
20220623,서남권,강서구,33,22,0.024,0.021,0.4,0.003
20220623,서남권,구로구,26,15,0.028,0.016,0.4,0.002
20220623,서남권,영등포구,29,20,0.025,0.022,0.4,0.003
20220623,서남권,동작구,30,19,0.027,0.016,0.3,0.003
20220623,서남권,관악구,31,19,0.024,0.021,0.4,0.003
20220623,서남권,금천구,27,17,0.023,0.025,0.4,0.003
20220623,서남권,양천구,34,19,0.02,0.02,0.4,0.002
20220623,동남권,강남구,31,20,0.025,0.027,0.4,0.003
20220623,동남권,서초구,27,18,0.028,0.019,0.4,0.002
20220623,동남권,송파구,34,18,0.024,0.022,0.4,0.003
20220623,동남권,강동구,36,24,0.019,0.021,0.3,0.003
20220622,도심권,중구,20,13,0.039,0.02,0.3,0.003
20220622,도심권,종로구,23,14,0.041,0.018,0.4,0.003
20220622,도심권,용산구,27,15,0.042,0.019,0.3,0.003
20220622,서북권,은평구,36,20,0.034,0.016,0.3,0.002
20220622,서북권,서대문구,28,12,0.037,0.016,0.4,0.003
20220622,서북권,마포구,23,11,0.037,0.019,0.3,0.003
20220622,동북권,광진구,26,15,0.037,0.016,0.4,0.004
20220622,동북권,성동구,28,14,0.045,0.021,0.3,0.003
20220622,동북권,중랑구,26,14,0.043,0.019,0.3,0.003
20220622,동북권,동대문구,28,15,0.044,0.018,0.3,0.003
20220622,동북권,성북구,30,15,0.037,0.018,0.4,0.002
20220622,동북권,도봉구,24,11,0.036,0.012,0.6,0.002
20220622,동북권,강북구,26,14,0.038,0.012,0.3,0.003
20220622,동북권,노원구,24,13,0.041,0.018,0.3,0.002
20220622,서남권,강서구,25,15,0.035,0.017,0.3,0.003
20220622,서남권,구로구,24,11,0.04,0.01,0.3,0.002
20220622,서남권,영등포구,23,14,0.038,0.017,0.3,0.003
20220622,서남권,동작구,27,18,0.041,0.014,0.3,0.003
20220622,서남권,관악구,29,15,0.038,0.017,0.3,0.003
20220622,서남권,금천구,23,13,0.039,0.019,0.3,0.003
20220622,서남권,양천구,23,13,0.032,0.015,0.3,0.002
20220622,동남권,강남구,26,15,0.041,0.022,0.3,0.003
20220622,동남권,서초구,27,13,0.039,0.015,0.3,0.002
20220622,동남권,송파구,31,16,0.033,0.02,0.3,0.003
20220622,동남권,강동구,27,16,0.035,0.017,0.3,0.003
20220621,도심권,중구,19,13,0.034,0.018,0.3,0.003
20220621,도심권,종로구,24,14,0.037,0.017,0.4,0.003
20220621,도심권,용산구,24,15,0.032,0.022,0.3,0.003
20220621,서북권,은평구,26,17,0.029,0.012,0.3,0.002
20220621,서북권,서대문구,25,9,0.032,0.013,0.4,0.003
20220621,서북권,마포구,20,7,0.028,0.017,0.2,0.002
20220621,동북권,광진구,34,20,0.038,0.019,0.4,0.004
20220621,동북권,성동구,31,16,0.041,0.024,0.4,0.003
20220621,동북권,중랑구,33,18,0.046,0.019,0.4,0.003
20220621,동북권,동대문구,33,17,0.04,0.02,0.4,0.002
20220621,동북권,성북구,34,18,0.035,0.02,0.4,0.002
20220621,동북권,도봉구,30,17,0.045,0.012,0.7,0.002
20220621,동북권,강북구,33,20,0.047,0.011,0.3,0.002
20220621,동북권,노원구,32,21,0.044,0.019,0.4,0.002
20220621,서남권,강서구,19,9,0.026,0.015,0.3,0.003
20220621,서남권,구로구,22,7,0.032,0.014,0.3,0.002
20220621,서남권,영등포구,20,10,0.025,0.021,0.3,0.002
20220621,서남권,동작구,26,15,0.034,0.02,0.3,0.002
20220621,서남권,관악구,23,10,0.028,0.022,0.3,0.003
20220621,서남권,금천구,20,9,0.029,0.023,0.3,0.003
20220621,서남권,양천구,20,9,0.021,0.016,0.3,0.002
20220621,동남권,강남구,28,15,0.039,0.026,0.3,0.003
20220621,동남권,서초구,25,10,0.031,0.019,0.3,0.002
20220621,동남권,송파구,34,17,0.033,0.027,0.4,0.002
20220621,동남권,강동구,40,23,0.04,0.02,0.4,0.003
20220620,도심권,중구,21,15,0.037,0.016,0.3,0.003
20220620,도심권,종로구,25,16,0.038,0.015,0.4,0.003
20220620,도심권,용산구,25,16,0.035,0.021,0.3,0.003
20220620,서북권,은평구,32,20,0.034,0.011,0.4,0.002
20220620,서북권,서대문구,24,11,0.03,0.012,0.5,0.002
20220620,서북권,마포구,22,10,0.034,0.018,0.3,0.002
20220620,동북권,광진구,32,19,0.036,0.016,0.5,0.003
20220620,동북권,성동구,29,15,0.039,0.022,0.4,0.003
20220620,동북권,중랑구,35,20,0.042,0.018,0.4,0.003
20220620,동북권,동대문구,32,18,0.039,0.017,0.4,0.002
20220620,동북권,성북구,34,20,0.038,0.017,0.4,0.002
20220620,동북권,도봉구,28,16,0.039,0.01,0.7,0.002
20220620,동북권,강북구,31,18,0.04,0.008,0.3,0.002
20220620,동북권,노원구,33,21,0.035,0.016,0.4,0.002
20220620,서남권,강서구,23,13,0.03,0.017,0.3,0.003
